;incidentCategory;neighborhood;datetime;weather
1;30;Inner Sunset;2022-07-01 00:00:00;2022070100
2;30;Nob Hill;2022-07-01 00:00:00;2022070100
3;43;Marina;2022-07-01 00:00:00;2022070100
4;44;Mission;2022-07-01 00:01:00;2022070100
5;30;Excelsior;2022-07-01 00:01:00;2022070100
6;3;Tenderloin;2022-07-01 00:05:00;2022070100
7;30;Potrero Hill;2022-07-01 00:10:00;2022070100
8;30;Mission;2022-07-01 00:10:00;2022070100
9;30;Mission;2022-07-01 00:10:00;2022070100
10;5;Potrero Hill;2022-07-01 00:26:00;2022070100
11;30;Bayview Hunters Point;2022-07-01 00:26:00;2022070100
12;30;Tenderloin;2022-07-01 00:34:00;2022070100
13;71;Portola;2022-07-01 00:38:00;2022070100
14;30;Mission;2022-07-01 01:00:00;2022070101
15;5;Tenderloin;2022-07-01 01:05:00;2022070101
16;5;Marina;2022-07-01 01:29:00;2022070101
17;65;Tenderloin;2022-07-01 01:43:00;2022070101
18;66;Tenderloin;2022-07-01 01:43:00;2022070101
19;12;Oceanview/Merced/Ingleside;2022-07-01 02:10:00;2022070102
20;5;Mission;2022-07-01 04:30:00;2022070104
21;45;Bayview Hunters Point;2022-07-01 04:52:00;2022070104
22;45;Noe Valley;2022-07-01 05:01:00;2022070105
23;45;Noe Valley;2022-07-01 05:01:00;2022070105
24;5;Bayview Hunters Point;2022-07-01 05:34:00;2022070105
25;30;Sunset/Parkside;2022-07-01 05:37:00;2022070105
26;5;Outer Richmond;2022-07-01 05:45:00;2022070105
27;5;South of Market;2022-07-01 05:50:00;2022070105
28;43;Lone Mountain/USF;2022-07-01 06:00:00;2022070106
29;67;Lone Mountain/USF;2022-07-01 06:00:00;2022070106
30;70;Western Addition;2022-07-01 06:10:00;2022070106
31;45;Oceanview/Merced/Ingleside;2022-07-01 06:40:00;2022070106
32;44;Nob Hill;2022-07-01 06:49:00;2022070106
33;39;Russian Hill;2022-07-01 07:00:00;2022070107
34;39;Mission Bay;2022-07-01 07:00:00;2022070107
35;43;Bayview Hunters Point;2022-07-01 07:00:00;2022070107
36;67;Bayview Hunters Point;2022-07-01 07:00:00;2022070107
37;3;Financial District/South Beach;2022-07-01 07:30:00;2022070107
38;12;Financial District/South Beach;2022-07-01 07:30:00;2022070107
39;70;Financial District/South Beach;2022-07-01 07:30:00;2022070107
40;39;Hayes Valley;2022-07-01 07:45:00;2022070107
41;3;Tenderloin;2022-07-01 08:04:00;2022070108
42;5;Tenderloin;2022-07-01 08:30:00;2022070108
43;39;Presidio Heights;2022-07-01 08:45:00;2022070108
44;44;Glen Park;2022-07-01 08:45:00;2022070108
45;39;Russian Hill;2022-07-01 09:30:00;2022070109
46;18;Tenderloin;2022-07-01 09:56:00;2022070109
47;3;Tenderloin;2022-07-01 09:56:00;2022070109
48;3;North Beach;2022-07-01 10:00:00;2022070110
49;66;Golden Gate Park;2022-07-01 10:10:00;2022070110
50;32;Golden Gate Park;2022-07-01 10:10:00;2022070110
51;30;Tenderloin;2022-07-01 10:34:00;2022070110
52;39;Western Addition;2022-07-01 10:50:00;2022070110
53;3;Treasure Island;2022-07-01 10:50:00;2022070110
54;44;North Beach;2022-07-01 10:58:00;2022070110
55;39;Marina;2022-07-01 11:00:00;2022070111
56;39;North Beach;2022-07-01 11:00:00;2022070111
57;3;Oceanview/Merced/Ingleside;2022-07-01 11:00:00;2022070111
58;39;Japantown;2022-07-01 11:20:00;2022070111
59;45;Portola;2022-07-01 11:30:00;2022070111
60;43;Portola;2022-07-01 11:30:00;2022070111
61;39;Mission;2022-07-01 11:45:00;2022070111
62;39;North Beach;2022-07-01 11:45:00;2022070111
63;39;Nob Hill;2022-07-01 11:50:00;2022070111
64;67;Haight Ashbury;2022-07-01 12:00:00;2022070112
65;39;Seacliff;2022-07-01 12:00:00;2022070112
66;39;Inner Sunset;2022-07-01 12:00:00;2022070112
67;39;Inner Sunset;2022-07-01 12:00:00;2022070112
68;43;Bayview Hunters Point;2022-07-01 12:19:00;2022070112
69;3;Bayview Hunters Point;2022-07-01 12:19:00;2022070112
70;43;West of Twin Peaks;2022-07-01 13:00:00;2022070113
71;43;West of Twin Peaks;2022-07-01 13:00:00;2022070113
72;18;South of Market;2022-07-01 13:01:00;2022070113
73;18;South of Market;2022-07-01 13:01:00;2022070113
74;18;South of Market;2022-07-01 13:01:00;2022070113
75;3;Excelsior;2022-07-01 13:16:00;2022070113
76;44;Hayes Valley;2022-07-01 13:30:00;2022070113
77;67;Financial District/South Beach;2022-07-01 13:40:00;2022070113
78;43;Outer Richmond;2022-07-01 13:55:00;2022070113
79;56;Outer Richmond;2022-07-01 14:00:00;2022070114
80;43;Outer Richmond;2022-07-01 14:00:00;2022070114
81;39;Financial District/South Beach;2022-07-01 14:00:00;2022070114
82;67;Pacific Heights;2022-07-01 14:05:00;2022070114
83;39;Lakeshore;2022-07-01 14:10:00;2022070114
84;39;Marina;2022-07-01 14:20:00;2022070114
85;18;Tenderloin;2022-07-01 14:20:00;2022070114
86;39;Japantown;2022-07-01 14:30:00;2022070114
87;65;Bayview Hunters Point;2022-07-01 14:35:00;2022070114
88;39;Lincoln Park;2022-07-01 14:35:00;2022070114
89;44;Mission Bay;2022-07-01 14:45:00;2022070114
90;39;North Beach;2022-07-01 15:00:00;2022070115
91;39;Financial District/South Beach;2022-07-01 15:00:00;2022070115
92;18;South of Market;2022-07-01 15:15:00;2022070115
93;18;South of Market;2022-07-01 15:15:00;2022070115
94;43;Sunset/Parkside;2022-07-01 15:15:00;2022070115
95;43;Chinatown;2022-07-01 15:15:00;2022070115
96;18;South of Market;2022-07-01 15:15:00;2022070115
97;43;South of Market;2022-07-01 15:28:00;2022070115
98;18;Tenderloin;2022-07-01 15:40:00;2022070115
99;18;Tenderloin;2022-07-01 15:40:00;2022070115
100;18;Tenderloin;2022-07-01 15:40:00;2022070115
101;39;Outer Richmond;2022-07-01 16:00:00;2022070116
102;30;Oceanview/Merced/Ingleside;2022-07-01 16:00:00;2022070116
103;3;Mission;2022-07-01 16:14:00;2022070116
104;43;Mission;2022-07-01 16:14:00;2022070116
105;39;Financial District/South Beach;2022-07-01 16:15:00;2022070116
106;39;Golden Gate Park;2022-07-01 16:22:00;2022070116
107;39;Marina;2022-07-01 16:30:00;2022070116
108;5;Tenderloin;2022-07-01 16:32:00;2022070116
109;49;Tenderloin;2022-07-01 16:32:00;2022070116
110;5;Pacific Heights;2022-07-01 17:00:00;2022070117
111;39;Russian Hill;2022-07-01 17:00:00;2022070117
112;57;Excelsior;2022-07-01 17:20:00;2022070117
113;21;South of Market;2022-07-01 17:34:00;2022070117
114;21;South of Market;2022-07-01 17:34:00;2022070117
115;57;Castro/Upper Market;2022-07-01 17:37:00;2022070117
116;3;Excelsior;2022-07-01 17:40:00;2022070117
117;57;Outer Mission;2022-07-01 17:40:00;2022070117
118;3;Excelsior;2022-07-01 17:40:00;2022070117
119;57;Excelsior;2022-07-01 17:40:00;2022070117
120;39;Inner Richmond;2022-07-01 18:00:00;2022070118
121;68;Bernal Heights;2022-07-01 18:00:00;2022070118
122;39;Tenderloin;2022-07-01 18:00:00;2022070118
123;5;Inner Sunset;2022-07-01 18:00:00;2022070118
124;39;Western Addition;2022-07-01 18:00:00;2022070118
125;39;Tenderloin;2022-07-01 18:00:00;2022070118
126;3;Potrero Hill;2022-07-01 18:18:00;2022070118
127;3;Tenderloin;2022-07-01 18:20:00;2022070118
128;57;Tenderloin;2022-07-01 18:20:00;2022070118
129;57;Financial District/South Beach;2022-07-01 18:30:00;2022070118
130;43;Inner Richmond;2022-07-01 18:30:00;2022070118
131;39;Inner Richmond;2022-07-01 18:30:00;2022070118
132;71;South of Market;2022-07-01 18:49:00;2022070118
133;12;South of Market;2022-07-01 18:49:00;2022070118
134;3;South of Market;2022-07-01 18:49:00;2022070118
135;43;North Beach;2022-07-01 18:55:00;2022070118
136;3;North Beach;2022-07-01 18:55:00;2022070118
137;39;Japantown;2022-07-01 19:00:00;2022070119
138;3;Tenderloin;2022-07-01 19:10:00;2022070119
139;39;North Beach;2022-07-01 19:28:00;2022070119
140;5;Noe Valley;2022-07-01 19:30:00;2022070119
141;39;Lakeshore;2022-07-01 19:30:00;2022070119
142;39;North Beach;2022-07-01 19:57:00;2022070119
143;39;North Beach;2022-07-01 19:58:00;2022070119
144;43;North Beach;2022-07-01 19:58:00;2022070119
145;39;Russian Hill;2022-07-01 20:00:00;2022070120
146;39;Bernal Heights;2022-07-01 20:00:00;2022070120
147;5;Russian Hill;2022-07-01 20:00:00;2022070120
148;30;Russian Hill;2022-07-01 20:00:00;2022070120
149;39;North Beach;2022-07-01 20:00:00;2022070120
150;12;Tenderloin;2022-07-01 20:25:00;2022070120
151;3;South of Market;2022-07-01 20:27:00;2022070120
152;18;South of Market;2022-07-01 20:27:00;2022070120
153;39;Russian Hill;2022-07-01 20:29:00;2022070120
154;44;Lone Mountain/USF;2022-07-01 20:30:00;2022070120
155;44;Glen Park;2022-07-01 20:45:00;2022070120
156;30;Mission;2022-07-01 21:00:00;2022070121
157;43;Pacific Heights;2022-07-01 21:00:00;2022070121
158;39;Noe Valley;2022-07-01 21:00:00;2022070121
159;39;Financial District/South Beach;2022-07-01 21:15:00;2022070121
160;57;Bayview Hunters Point;2022-07-01 21:30:00;2022070121
161;66;Outer Richmond;2022-07-01 21:33:00;2022070121
162;65;Outer Richmond;2022-07-01 21:33:00;2022070121
163;18;South of Market;2022-07-01 21:41:00;2022070121
164;39;Nob Hill;2022-07-01 21:45:00;2022070121
165;56;Nob Hill;2022-07-01 22:00:00;2022070122
166;3;Mission;2022-07-01 22:51:00;2022070122
167;56;Outer Mission;2022-07-01 23:10:00;2022070123
168;9;Outer Mission;2022-07-01 23:10:00;2022070123
169;12;Outer Mission;2022-07-01 23:10:00;2022070123
170;71;Financial District/South Beach;2022-07-01 23:32:00;2022070123
171;67;Financial District/South Beach;2022-07-01 23:45:00;2022070123
172;44;Visitacion Valley;2022-07-01 23:57:00;2022070123
173;39;Sunset/Parkside;2022-07-02 00:00:00;2022070200
174;4;Tenderloin;2022-07-02 00:00:00;2022070200
175;44;Mission;2022-07-02 00:06:00;2022070200
176;39;Bayview Hunters Point;2022-07-02 01:00:00;2022070201
177;5;Haight Ashbury;2022-07-02 01:00:00;2022070201
178;39;Chinatown;2022-07-02 01:10:00;2022070201
179;43;Marina;2022-07-02 01:14:00;2022070201
180;5;Marina;2022-07-02 01:14:00;2022070201
181;3;Castro/Upper Market;2022-07-02 01:15:00;2022070201
182;43;Castro/Upper Market;2022-07-02 01:15:00;2022070201
183;3;Haight Ashbury;2022-07-02 01:29:00;2022070201
184;39;Marina;2022-07-02 01:30:00;2022070201
185;30;Oceanview/Merced/Ingleside;2022-07-02 01:53:00;2022070201
186;30;Sunset/Parkside;2022-07-02 02:00:00;2022070202
187;44;South of Market;2022-07-02 02:00:00;2022070202
188;3;Tenderloin;2022-07-02 02:00:00;2022070202
189;71;Mission;2022-07-02 02:15:00;2022070202
190;12;Mission;2022-07-02 02:15:00;2022070202
191;67;Mission;2022-07-02 02:15:00;2022070202
192;43;Inner Sunset;2022-07-02 02:27:00;2022070202
193;45;Bernal Heights;2022-07-02 02:30:00;2022070202
194;12;Sunset/Parkside;2022-07-02 02:50:00;2022070202
195;3;Sunset/Parkside;2022-07-02 02:51:00;2022070202
196;39;Marina;2022-07-02 03:24:00;2022070203
197;5;Potrero Hill;2022-07-02 03:55:00;2022070203
198;5;Potrero Hill;2022-07-02 03:55:00;2022070203
199;5;Mission;2022-07-02 04:09:00;2022070204
200;39;West of Twin Peaks;2022-07-02 04:25:00;2022070204
201;43;West of Twin Peaks;2022-07-02 04:25:00;2022070204
202;5;Lakeshore;2022-07-02 05:12:00;2022070205
203;43;Lakeshore;2022-07-02 05:12:00;2022070205
204;39;Bernal Heights;2022-07-02 05:34:00;2022070205
205;68;Bernal Heights;2022-07-02 05:50:00;2022070205
206;43;Bernal Heights;2022-07-02 05:50:00;2022070205
207;44;Castro/Upper Market;2022-07-02 07:00:00;2022070207
208;3;Tenderloin;2022-07-02 07:30:00;2022070207
209;57;Tenderloin;2022-07-02 07:30:00;2022070207
210;44;Haight Ashbury;2022-07-02 07:42:00;2022070207
211;39;Chinatown;2022-07-02 08:00:00;2022070208
212;67;West of Twin Peaks;2022-07-02 08:10:00;2022070208
213;67;West of Twin Peaks;2022-07-02 08:10:00;2022070208
214;56;West of Twin Peaks;2022-07-02 08:10:00;2022070208
215;56;West of Twin Peaks;2022-07-02 08:10:00;2022070208
216;39;Marina;2022-07-02 08:20:00;2022070208
217;3;Tenderloin;2022-07-02 08:23:00;2022070208
218;43;Financial District/South Beach;2022-07-02 08:23:00;2022070208
219;45;Tenderloin;2022-07-02 08:23:00;2022070208
220;39;Bayview Hunters Point;2022-07-02 08:40:00;2022070208
221;44;Castro/Upper Market;2022-07-02 08:53:00;2022070208
222;18;Tenderloin;2022-07-02 09:08:00;2022070209
223;18;Tenderloin;2022-07-02 09:08:00;2022070209
224;18;Tenderloin;2022-07-02 09:08:00;2022070209
225;45;Financial District/South Beach;2022-07-02 09:15:00;2022070209
226;39;Inner Richmond;2022-07-02 09:20:00;2022070209
227;67;Castro/Upper Market;2022-07-02 09:30:00;2022070209
228;39;Nob Hill;2022-07-02 09:30:00;2022070209
229;39;Pacific Heights;2022-07-02 10:30:00;2022070210
230;39;Noe Valley;2022-07-02 10:30:00;2022070210
231;3;Tenderloin;2022-07-02 10:59:00;2022070210
232;71;Tenderloin;2022-07-02 10:59:00;2022070210
233;39;Mission;2022-07-02 11:00:00;2022070211
234;57;Financial District/South Beach;2022-07-02 11:21:00;2022070211
235;39;North Beach;2022-07-02 11:30:00;2022070211
236;39;Inner Sunset;2022-07-02 11:30:00;2022070211
237;3;Bayview Hunters Point;2022-07-02 11:30:00;2022070211
238;43;Mission;2022-07-02 11:35:00;2022070211
239;39;Financial District/South Beach;2022-07-02 11:40:00;2022070211
240;39;Financial District/South Beach;2022-07-02 12:15:00;2022070212
241;39;Haight Ashbury;2022-07-02 12:30:00;2022070212
242;18;Marina;2022-07-02 12:30:00;2022070212
243;39;Haight Ashbury;2022-07-02 12:30:00;2022070212
244;39;Castro/Upper Market;2022-07-02 12:30:00;2022070212
245;12;Marina;2022-07-02 12:30:00;2022070212
246;71;Marina;2022-07-02 12:30:00;2022070212
247;65;Mission Bay;2022-07-02 12:50:00;2022070212
248;18;West of Twin Peaks;2022-07-02 12:55:00;2022070212
249;45;West of Twin Peaks;2022-07-02 12:55:00;2022070212
250;43;West of Twin Peaks;2022-07-02 12:55:00;2022070212
251;45;West of Twin Peaks;2022-07-02 12:55:00;2022070212
252;39;West of Twin Peaks;2022-07-02 13:00:00;2022070213
253;30;Financial District/South Beach;2022-07-02 13:00:00;2022070213
254;30;Financial District/South Beach;2022-07-02 13:00:00;2022070213
255;39;Russian Hill;2022-07-02 13:00:00;2022070213
256;39;Outer Richmond;2022-07-02 13:00:00;2022070213
257;5;Financial District/South Beach;2022-07-02 13:00:00;2022070213
258;39;Hayes Valley;2022-07-02 13:00:00;2022070213
259;12;Western Addition;2022-07-02 13:10:00;2022070213
260;3;Bayview Hunters Point;2022-07-02 13:11:00;2022070213
261;3;Bayview Hunters Point;2022-07-02 13:11:00;2022070213
262;3;Bayview Hunters Point;2022-07-02 13:11:00;2022070213
263;3;Tenderloin;2022-07-02 13:17:00;2022070213
264;3;Tenderloin;2022-07-02 13:17:00;2022070213
265;21;Tenderloin;2022-07-02 13:18:00;2022070213
266;3;Tenderloin;2022-07-02 13:18:00;2022070213
267;44;Mission;2022-07-02 13:21:00;2022070213
268;18;Mission;2022-07-02 13:21:00;2022070213
269;44;Mission;2022-07-02 13:21:00;2022070213
270;44;North Beach;2022-07-02 13:27:00;2022070213
271;18;South of Market;2022-07-02 13:30:00;2022070213
272;56;South of Market;2022-07-02 13:30:00;2022070213
273;66;South of Market;2022-07-02 13:30:00;2022070213
274;44;Financial District/South Beach;2022-07-02 13:31:00;2022070213
275;43;South of Market;2022-07-02 13:35:00;2022070213
276;39;Golden Gate Park;2022-07-02 13:45:00;2022070213
277;39;Mission;2022-07-02 13:45:00;2022070213
278;43;Oceanview/Merced/Ingleside;2022-07-02 14:00:00;2022070214
279;5;Presidio Heights;2022-07-02 14:00:00;2022070214
280;68;Potrero Hill;2022-07-02 14:00:00;2022070214
281;39;Tenderloin;2022-07-02 14:00:00;2022070214
282;39;Financial District/South Beach;2022-07-02 14:30:00;2022070214
283;39;Chinatown;2022-07-02 14:30:00;2022070214
284;39;Portola;2022-07-02 14:30:00;2022070214
285;44;West of Twin Peaks;2022-07-02 15:00:00;2022070215
286;30;Tenderloin;2022-07-02 15:00:00;2022070215
287;39;Haight Ashbury;2022-07-02 15:00:00;2022070215
288;39;Inner Sunset;2022-07-02 15:00:00;2022070215
289;44;Lone Mountain/USF;2022-07-02 15:00:00;2022070215
290;18;Tenderloin;2022-07-02 15:09:00;2022070215
291;57;Tenderloin;2022-07-02 15:18:00;2022070215
292;39;Russian Hill;2022-07-02 15:20:00;2022070215
293;44;Tenderloin;2022-07-02 15:30:00;2022070215
294;39;Financial District/South Beach;2022-07-02 15:30:00;2022070215
295;18;Sunset/Parkside;2022-07-02 15:42:00;2022070215
296;66;Sunset/Parkside;2022-07-02 15:42:00;2022070215
297;44;Tenderloin;2022-07-02 15:49:00;2022070215
298;44;Portola;2022-07-02 16:00:00;2022070216
299;39;Marina;2022-07-02 16:00:00;2022070216
300;39;North Beach;2022-07-02 16:45:00;2022070216
301;44;South of Market;2022-07-02 16:59:00;2022070216
302;39;West of Twin Peaks;2022-07-02 17:00:00;2022070217
303;5;Inner Sunset;2022-07-02 17:00:00;2022070217
304;39;Noe Valley;2022-07-02 17:00:00;2022070217
305;39;North Beach;2022-07-02 17:00:00;2022070217
306;3;Tenderloin;2022-07-02 17:00:00;2022070217
307;39;North Beach;2022-07-02 17:15:00;2022070217
308;39;Bernal Heights;2022-07-02 17:34:00;2022070217
309;3;Bernal Heights;2022-07-02 17:34:00;2022070217
310;39;Bernal Heights;2022-07-02 17:40:00;2022070217
311;39;Mission;2022-07-02 17:45:00;2022070217
312;21;Bayview Hunters Point;2022-07-02 17:55:00;2022070217
313;39;Sunset/Parkside;2022-07-02 17:55:00;2022070217
314;39;Sunset/Parkside;2022-07-02 17:55:00;2022070217
315;39;North Beach;2022-07-02 18:00:00;2022070218
316;44;Haight Ashbury;2022-07-02 18:00:00;2022070218
317;43;Outer Richmond;2022-07-02 18:30:00;2022070218
318;39;Russian Hill;2022-07-02 18:30:00;2022070218
319;39;North Beach;2022-07-02 18:30:00;2022070218
320;43;Mission;2022-07-02 18:45:00;2022070218
321;5;Pacific Heights;2022-07-02 18:45:00;2022070218
322;39;Castro/Upper Market;2022-07-02 19:00:00;2022070219
323;68;Bernal Heights;2022-07-02 19:00:00;2022070219
324;39;Bernal Heights;2022-07-02 19:00:00;2022070219
325;39;Marina;2022-07-02 19:00:00;2022070219
326;70;Marina;2022-07-02 19:15:00;2022070219
327;57;Marina;2022-07-02 19:15:00;2022070219
328;70;Marina;2022-07-02 19:15:00;2022070219
329;57;Marina;2022-07-02 19:15:00;2022070219
330;39;Financial District/South Beach;2022-07-02 19:30:00;2022070219
331;62;Bayview Hunters Point;2022-07-02 19:55:00;2022070219
332;56;Bayview Hunters Point;2022-07-02 19:55:00;2022070219
333;12;Bayview Hunters Point;2022-07-02 19:55:00;2022070219
334;18;Castro/Upper Market;2022-07-02 19:57:00;2022070219
335;23;Castro/Upper Market;2022-07-02 19:57:00;2022070219
336;3;Castro/Upper Market;2022-07-02 19:57:00;2022070219
337;5;Bayview Hunters Point;2022-07-02 20:00:00;2022070220
338;43;Nob Hill;2022-07-02 20:00:00;2022070220
339;43;Japantown;2022-07-02 20:15:00;2022070220
340;39;Inner Richmond;2022-07-02 20:20:00;2022070220
341;44;South of Market;2022-07-02 20:34:00;2022070220
342;39;Financial District/South Beach;2022-07-02 21:00:00;2022070221
343;5;Western Addition;2022-07-02 21:44:00;2022070221
344;44;Outer Richmond;2022-07-02 22:00:00;2022070222
345;39;Pacific Heights;2022-07-02 22:00:00;2022070222
346;39;North Beach;2022-07-02 22:20:00;2022070222
347;5;Inner Richmond;2022-07-02 22:45:00;2022070222
348;3;Bayview Hunters Point;2022-07-02 22:53:00;2022070222
349;39;Russian Hill;2022-07-02 23:00:00;2022070223
350;39;Bernal Heights;2022-07-02 23:00:00;2022070223
351;43;Financial District/South Beach;2022-07-02 23:26:00;2022070223
352;39;Marina;2022-07-02 23:30:00;2022070223
353;30;Oceanview/Merced/Ingleside;2022-07-03 00:00:00;2022070300
354;3;Nob Hill;2022-07-03 00:00:00;2022070300
355;43;Pacific Heights;2022-07-03 00:00:00;2022070300
356;57;Nob Hill;2022-07-03 00:00:00;2022070300
357;39;Castro/Upper Market;2022-07-03 00:00:00;2022070300
358;3;Financial District/South Beach;2022-07-03 00:01:00;2022070300
359;30;Nob Hill;2022-07-03 00:01:00;2022070300
360;5;Lone Mountain/USF;2022-07-03 00:08:00;2022070300
361;5;West of Twin Peaks;2022-07-03 00:16:00;2022070300
362;57;Portola;2022-07-03 00:42:00;2022070300
363;12;Portola;2022-07-03 00:42:00;2022070300
364;3;Marina;2022-07-03 00:50:00;2022070300
365;39;Lakeshore;2022-07-03 01:00:00;2022070301
366;21;Mission;2022-07-03 01:12:00;2022070301
367;66;South of Market;2022-07-03 01:17:00;2022070301
368;65;South of Market;2022-07-03 01:17:00;2022070301
369;57;Financial District/South Beach;2022-07-03 01:40:00;2022070301
370;3;Financial District/South Beach;2022-07-03 01:40:00;2022070301
371;39;Nob Hill;2022-07-03 02:00:00;2022070302
372;65;South of Market;2022-07-03 02:02:00;2022070302
373;65;South of Market;2022-07-03 02:02:00;2022070302
374;66;South of Market;2022-07-03 02:02:00;2022070302
375;39;North Beach;2022-07-03 02:09:00;2022070302
376;43;Potrero Hill;2022-07-03 02:30:00;2022070302
377;5;Potrero Hill;2022-07-03 02:30:00;2022070302
378;44;Tenderloin;2022-07-03 02:30:00;2022070302
379;43;Potrero Hill;2022-07-03 02:40:00;2022070302
380;5;West of Twin Peaks;2022-07-03 03:00:00;2022070303
381;39;Financial District/South Beach;2022-07-03 03:03:00;2022070303
382;43;Tenderloin;2022-07-03 03:30:00;2022070303
383;5;Financial District/South Beach;2022-07-03 03:30:00;2022070303
384;12;Mission Bay;2022-07-03 04:00:00;2022070304
385;39;Bernal Heights;2022-07-03 04:17:00;2022070304
386;3;Tenderloin;2022-07-03 04:21:00;2022070304
387;3;Tenderloin;2022-07-03 04:21:00;2022070304
388;57;Tenderloin;2022-07-03 04:44:00;2022070304
389;5;Chinatown;2022-07-03 04:51:00;2022070304
390;39;Outer Mission;2022-07-03 05:00:00;2022070305
391;39;Bayview Hunters Point;2022-07-03 05:08:00;2022070305
392;43;Bayview Hunters Point;2022-07-03 05:08:00;2022070305
393;44;Bayview Hunters Point;2022-07-03 05:08:00;2022070305
394;44;Bayview Hunters Point;2022-07-03 05:08:00;2022070305
395;67;Bayview Hunters Point;2022-07-03 05:08:00;2022070305
396;5;Financial District/South Beach;2022-07-03 05:15:00;2022070305
397;39;Tenderloin;2022-07-03 05:30:00;2022070305
398;3;Inner Richmond;2022-07-03 06:54:00;2022070306
399;57;Inner Richmond;2022-07-03 06:54:00;2022070306
400;3;Mission;2022-07-03 07:25:00;2022070307
401;3;Mission;2022-07-03 07:25:00;2022070307
402;39;Nob Hill;2022-07-03 08:00:00;2022070308
403;44;Noe Valley;2022-07-03 08:00:00;2022070308
404;39;Bayview Hunters Point;2022-07-03 08:00:00;2022070308
405;43;Lakeshore;2022-07-03 08:00:00;2022070308
406;44;Lakeshore;2022-07-03 08:00:00;2022070308
407;18;South of Market;2022-07-03 08:01:00;2022070308
408;18;South of Market;2022-07-03 08:01:00;2022070308
409;18;South of Market;2022-07-03 08:01:00;2022070308
410;3;Tenderloin;2022-07-03 08:15:00;2022070308
411;44;Lone Mountain/USF;2022-07-03 08:15:00;2022070308
412;44;Noe Valley;2022-07-03 08:30:00;2022070308
413;3;Castro/Upper Market;2022-07-03 08:41:00;2022070308
414;67;Castro/Upper Market;2022-07-03 08:41:00;2022070308
415;18;Tenderloin;2022-07-03 08:45:00;2022070308
416;18;Tenderloin;2022-07-03 08:45:00;2022070308
417;39;Russian Hill;2022-07-03 08:45:00;2022070308
418;39;Hayes Valley;2022-07-03 08:50:00;2022070308
419;43;Oceanview/Merced/Ingleside;2022-07-03 09:00:00;2022070309
420;43;Pacific Heights;2022-07-03 09:00:00;2022070309
421;39;Castro/Upper Market;2022-07-03 09:00:00;2022070309
422;39;North Beach;2022-07-03 09:30:00;2022070309
423;39;Japantown;2022-07-03 09:45:00;2022070309
424;3;Tenderloin;2022-07-03 09:53:00;2022070309
425;5;Financial District/South Beach;2022-07-03 10:00:00;2022070310
426;44;Mission;2022-07-03 10:00:00;2022070310
427;5;Financial District/South Beach;2022-07-03 10:00:00;2022070310
428;57;Russian Hill;2022-07-03 10:28:00;2022070310
429;71;Mission;2022-07-03 10:40:00;2022070310
430;43;Glen Park;2022-07-03 10:50:00;2022070310
431;39;Western Addition;2022-07-03 11:00:00;2022070311
432;39;Mission;2022-07-03 11:01:00;2022070311
433;39;North Beach;2022-07-03 11:30:00;2022070311
434;39;Inner Sunset;2022-07-03 11:45:00;2022070311
435;39;Financial District/South Beach;2022-07-03 12:00:00;2022070312
436;39;Financial District/South Beach;2022-07-03 12:00:00;2022070312
437;39;Hayes Valley;2022-07-03 12:11:00;2022070312
438;39;Castro/Upper Market;2022-07-03 12:12:00;2022070312
439;39;Outer Richmond;2022-07-03 12:15:00;2022070312
440;5;Bayview Hunters Point;2022-07-03 12:24:00;2022070312
441;39;Excelsior;2022-07-03 12:30:00;2022070312
442;39;Tenderloin;2022-07-03 12:31:00;2022070312
443;44;Sunset/Parkside;2022-07-03 13:00:00;2022070313
444;3;Financial District/South Beach;2022-07-03 13:01:00;2022070313
445;12;Financial District/South Beach;2022-07-03 13:01:00;2022070313
446;45;Mission;2022-07-03 13:10:00;2022070313
447;70;Excelsior;2022-07-03 13:15:00;2022070313
448;45;Excelsior;2022-07-03 13:15:00;2022070313
449;3;Excelsior;2022-07-03 13:15:00;2022070313
450;65;Mission Bay;2022-07-03 13:28:00;2022070313
451;39;Castro/Upper Market;2022-07-03 13:30:00;2022070313
452;39;Financial District/South Beach;2022-07-03 13:30:00;2022070313
453;18;Tenderloin;2022-07-03 13:53:00;2022070313
454;45;Western Addition;2022-07-03 14:00:00;2022070314
455;39;Haight Ashbury;2022-07-03 14:00:00;2022070314
456;44;Hayes Valley;2022-07-03 14:00:00;2022070314
457;39;Haight Ashbury;2022-07-03 14:00:00;2022070314
458;18;Tenderloin;2022-07-03 14:05:00;2022070314
459;39;South of Market;2022-07-03 14:08:00;2022070314
460;39;Tenderloin;2022-07-03 14:08:00;2022070314
461;39;Russian Hill;2022-07-03 14:30:00;2022070314
462;39;Hayes Valley;2022-07-03 14:30:00;2022070314
463;3;Western Addition;2022-07-03 14:44:00;2022070314
464;39;Lakeshore;2022-07-03 14:45:00;2022070314
465;43;Financial District/South Beach;2022-07-03 14:52:00;2022070314
466;44;Castro/Upper Market;2022-07-03 15:00:00;2022070315
467;39;Outer Mission;2022-07-03 15:00:00;2022070315
468;43;Tenderloin;2022-07-03 15:00:00;2022070315
469;39;Outer Richmond;2022-07-03 15:00:00;2022070315
470;39;Hayes Valley;2022-07-03 15:15:00;2022070315
471;39;Twin Peaks;2022-07-03 15:45:00;2022070315
472;39;Twin Peaks;2022-07-03 15:50:00;2022070315
473;44;Lone Mountain/USF;2022-07-03 16:00:00;2022070316
