,DateKey,Datetime,Year,Month,Day,Hour
4558,2023030922,2023-03-09 22:00:00,2023,03,09,22
4559,2023030923,2023-03-09 23:00:00,2023,03,09,23
4560,2023031000,2023-03-10 00:00:00,2023,03,10,00
4561,2023031001,2023-03-10 01:00:00,2023,03,10,01
4562,2023031002,2023-03-10 02:00:00,2023,03,10,02
4563,2023031003,2023-03-10 03:00:00,2023,03,10,03
4564,2023031004,2023-03-10 04:00:00,2023,03,10,04
4565,2023031005,2023-03-10 05:00:00,2023,03,10,05
4566,2023031006,2023-03-10 06:00:00,2023,03,10,06
4567,2023031007,2023-03-10 07:00:00,2023,03,10,07
4568,2023031008,2023-03-10 08:00:00,2023,03,10,08
4569,2023031009,2023-03-10 09:00:00,2023,03,10,09
4570,2023031010,2023-03-10 10:00:00,2023,03,10,10
4571,2023031011,2023-03-10 11:00:00,2023,03,10,11
4572,2023031012,2023-03-10 12:00:00,2023,03,10,12
4573,2023031013,2023-03-10 13:00:00,2023,03,10,13
4574,2023031014,2023-03-10 14:00:00,2023,03,10,14
4575,2023031015,2023-03-10 15:00:00,2023,03,10,15
4576,2023031016,2023-03-10 16:00:00,2023,03,10,16
4577,2023031017,2023-03-10 17:00:00,2023,03,10,17
4578,2023031018,2023-03-10 18:00:00,2023,03,10,18
4579,2023031019,2023-03-10 19:00:00,2023,03,10,19
4580,2023031020,2023-03-10 20:00:00,2023,03,10,20
4581,2023031021,2023-03-10 21:00:00,2023,03,10,21
4582,2023031022,2023-03-10 22:00:00,2023,03,10,22
4583,2023031023,2023-03-10 23:00:00,2023,03,10,23
4584,2023031100,2023-03-11 00:00:00,2023,03,11,00
4585,2023031101,2023-03-11 01:00:00,2023,03,11,01
4586,2023031102,2023-03-11 02:00:00,2023,03,11,02
4587,2023031103,2023-03-11 03:00:00,2023,03,11,03
4588,2023031104,2023-03-11 04:00:00,2023,03,11,04
4589,2023031105,2023-03-11 05:00:00,2023,03,11,05
4590,2023031106,2023-03-11 06:00:00,2023,03,11,06
4591,2023031107,2023-03-11 07:00:00,2023,03,11,07
4592,2023031108,2023-03-11 08:00:00,2023,03,11,08
4593,2023031109,2023-03-11 09:00:00,2023,03,11,09
4594,2023031110,2023-03-11 10:00:00,2023,03,11,10
4595,2023031111,2023-03-11 11:00:00,2023,03,11,11
4596,2023031112,2023-03-11 12:00:00,2023,03,11,12
4597,2023031113,2023-03-11 13:00:00,2023,03,11,13
4598,2023031114,2023-03-11 14:00:00,2023,03,11,14
4599,2023031115,2023-03-11 15:00:00,2023,03,11,15
4600,2023031116,2023-03-11 16:00:00,2023,03,11,16
4601,2023031117,2023-03-11 17:00:00,2023,03,11,17
4602,2023031118,2023-03-11 18:00:00,2023,03,11,18
4603,2023031119,2023-03-11 19:00:00,2023,03,11,19
4604,2023031120,2023-03-11 20:00:00,2023,03,11,20
4605,2023031121,2023-03-11 21:00:00,2023,03,11,21
4606,2023031122,2023-03-11 22:00:00,2023,03,11,22
4607,2023031123,2023-03-11 23:00:00,2023,03,11,23
4608,2023031200,2023-03-12 00:00:00,2023,03,12,00
4609,2023031201,2023-03-12 01:00:00,2023,03,12,01
4610,2023031202,2023-03-12 02:00:00,2023,03,12,02
4611,2023031203,2023-03-12 03:00:00,2023,03,12,03
4612,2023031204,2023-03-12 04:00:00,2023,03,12,04
4613,2023031205,2023-03-12 05:00:00,2023,03,12,05
4614,2023031206,2023-03-12 06:00:00,2023,03,12,06
