time,temperature_2m (°C),relativehumidity_2m (%),precipitation (mm),cloudcover (%),windspeed_10m (m/s)
2022-10-16T12:00,17.7,70,0.00,77,2.37
2022-10-16T13:00,18.3,66,0.00,64,2.39
2022-10-16T14:00,18.8,64,0.00,50,2.88
2022-10-16T15:00,19.0,62,0.00,80,2.47
2022-10-16T16:00,18.7,62,0.00,76,2.21
2022-10-16T17:00,18.0,63,0.00,41,2.09
2022-10-16T18:00,17.1,67,0.00,25,1.66
2022-10-16T19:00,16.1,73,0.00,28,1.50
2022-10-16T20:00,15.4,78,0.00,29,1.41
2022-10-16T21:00,14.9,81,0.00,28,1.36
2022-10-16T22:00,14.4,85,0.00,19,1.61
2022-10-16T23:00,13.7,89,0.00,8,1.26
2022-10-17T00:00,13.4,90,0.00,3,1.14
2022-10-17T01:00,13.2,89,0.00,3,1.13
2022-10-17T02:00,13.4,89,0.00,7,1.17
2022-10-17T03:00,13.3,91,0.00,98,0.28
2022-10-17T04:00,13.2,92,0.00,93,0.64
2022-10-17T05:00,13.2,93,0.00,100,0.91
2022-10-17T06:00,13.0,93,0.00,100,1.30
2022-10-17T07:00,12.8,95,0.00,100,1.40
2022-10-17T08:00,12.5,96,0.00,100,1.71
2022-10-17T09:00,13.7,91,0.00,100,1.92
2022-10-17T10:00,16.0,77,0.00,100,1.40
2022-10-17T11:00,17.7,69,0.00,46,1.02
2022-10-17T12:00,18.1,67,0.00,44,0.58
2022-10-17T13:00,19.0,63,0.00,43,1.39
2022-10-17T14:00,19.8,60,0.00,44,2.60
2022-10-17T15:00,20.1,59,0.00,51,2.70
2022-10-17T16:00,20.0,59,0.00,55,3.22
2022-10-17T17:00,19.0,64,0.00,55,3.20
2022-10-17T18:00,17.5,72,0.00,47,2.87
2022-10-17T19:00,16.1,80,0.00,44,2.52
2022-10-17T20:00,15.4,84,0.00,45,2.06
2022-10-17T21:00,15.1,86,0.00,48,1.49
2022-10-17T22:00,14.7,88,0.00,42,1.55
2022-10-17T23:00,14.2,92,0.00,37,1.66
2022-10-18T00:00,14.2,91,0.00,40,1.97
2022-10-18T01:00,13.7,93,0.00,36,2.25
2022-10-18T02:00,13.2,96,0.00,34,2.36
2022-10-18T03:00,12.7,97,0.00,97,1.70
2022-10-18T04:00,13.3,95,0.00,54,1.20
2022-10-18T05:00,13.2,95,0.00,54,1.00
2022-10-18T06:00,13.2,95,0.00,55,0.81
2022-10-18T07:00,13.1,95,0.00,53,0.64
2022-10-18T08:00,12.2,96,0.00,31,0.94
2022-10-18T09:00,14.3,88,0.00,29,1.20
2022-10-18T10:00,16.9,73,0.00,28,1.27
2022-10-18T11:00,19.5,61,0.00,29,1.42
2022-10-18T12:00,22.0,55,0.00,27,1.30
2022-10-18T13:00,24.0,48,0.00,29,0.92
2022-10-18T14:00,25.3,43,0.00,29,0.85
2022-10-18T15:00,25.8,41,0.00,30,2.62
2022-10-18T16:00,25.4,41,0.00,18,3.58
2022-10-18T17:00,24.6,44,0.00,26,3.64
2022-10-18T18:00,22.9,52,0.00,25,3.19
2022-10-18T19:00,20.8,60,0.00,19,3.04
2022-10-18T20:00,19.6,66,0.00,12,2.62
2022-10-18T21:00,18.9,69,0.00,9,2.51
2022-10-18T22:00,17.9,78,0.00,2,2.21
2022-10-18T23:00,17.6,76,0.00,1,2.06
2022-10-19T00:00,16.3,83,0.00,0,1.99
2022-10-19T01:00,16.1,83,0.00,0,2.12
2022-10-19T02:00,16.4,81,0.00,0,2.10
2022-10-19T03:00,16.4,80,0.00,2,1.58
2022-10-19T04:00,16.3,80,0.00,4,1.61
2022-10-19T05:00,16.3,79,0.00,7,1.30
2022-10-19T06:00,16.4,78,0.00,0,1.39
2022-10-19T07:00,16.4,78,0.00,0,0.92
2022-10-19T08:00,16.5,77,0.00,0,0.36
2022-10-19T09:00,18.0,70,0.00,0,0.28
2022-10-19T10:00,22.3,51,0.00,0,0.32
2022-10-19T11:00,25.6,37,0.00,0,0.50
2022-10-19T12:00,25.3,35,0.00,0,0.92
2022-10-19T13:00,26.9,30,0.00,5,1.80
2022-10-19T14:00,28.0,27,0.00,19,2.64
2022-10-19T15:00,28.5,26,0.00,7,3.40
2022-10-19T16:00,28.5,26,0.00,10,3.80
2022-10-19T17:00,27.4,30,0.00,13,3.76
2022-10-19T18:00,24.8,39,0.00,12,3.76
2022-10-19T19:00,22.1,48,0.00,14,3.85
2022-10-19T20:00,20.3,56,0.00,14,4.13
2022-10-19T21:00,19.0,63,0.00,6,4.24
2022-10-19T22:00,17.9,71,0.00,0,3.86
2022-10-19T23:00,16.5,79,0.00,0,3.33
2022-10-20T00:00,15.6,84,0.00,0,3.22
2022-10-20T01:00,14.7,89,0.00,0,3.26
2022-10-20T02:00,13.9,93,0.00,0,3.31
2022-10-20T03:00,13.3,95,0.00,19,2.94
2022-10-20T04:00,13.0,97,0.00,35,2.69
2022-10-20T05:00,12.9,98,0.00,17,2.43
2022-10-20T06:00,13.0,98,0.00,30,2.06
2022-10-20T07:00,13.1,98,0.00,36,1.90
2022-10-20T08:00,13.2,97,0.00,35,1.52
2022-10-20T09:00,15.0,91,0.00,28,1.25
2022-10-20T10:00,17.2,75,0.00,6,0.85
2022-10-20T11:00,19.5,63,0.00,3,0.71
2022-10-20T12:00,19.8,59,0.00,3,1.33
2022-10-20T13:00,21.6,52,0.00,8,2.33
2022-10-20T14:00,22.8,49,0.00,13,3.30
2022-10-20T15:00,23.0,49,0.00,7,3.96
2022-10-20T16:00,22.1,53,0.00,8,4.46
2022-10-20T17:00,20.4,61,0.00,5,4.24
2022-10-20T18:00,17.9,71,0.00,4,3.70
2022-10-20T19:00,16.3,80,0.00,4,3.38
2022-10-20T20:00,15.2,86,0.00,5,2.97
2022-10-20T21:00,14.3,91,0.00,3,2.50
2022-10-20T22:00,13.8,95,0.00,1,2.00
2022-10-20T23:00,13.4,97,0.00,2,2.09
2022-10-21T00:00,13.4,96,0.00,12,2.28
2022-10-21T01:00,13.0,98,0.00,33,1.80
2022-10-21T02:00,12.9,98,0.00,68,1.50
2022-10-21T03:00,12.9,98,0.00,100,2.20
2022-10-21T04:00,12.8,98,0.00,100,2.61
2022-10-21T05:00,12.8,99,0.00,90,1.71
2022-10-21T06:00,12.6,99,0.00,92,1.00
2022-10-21T07:00,12.5,99,0.00,92,1.50
2022-10-21T08:00,12.5,98,0.00,92,1.90
2022-10-21T09:00,12.9,96,0.00,92,1.62
2022-10-21T10:00,14.0,89,0.00,84,1.49
2022-10-21T11:00,15.7,80,0.00,49,1.63
2022-10-21T12:00,16.0,71,0.00,41,2.28
2022-10-21T13:00,17.1,66,0.00,32,3.38
2022-10-21T14:00,16.8,67,0.00,31,3.81
2022-10-21T15:00,16.5,69,0.00,56,4.40
2022-10-21T16:00,16.3,70,0.00,75,4.44
2022-10-21T17:00,15.3,77,0.00,73,3.91
2022-10-21T18:00,14.5,82,0.00,37,4.64
2022-10-21T19:00,14.0,86,0.00,30,4.68
2022-10-21T20:00,13.9,88,0.00,24,4.33
2022-10-21T21:00,13.9,88,0.00,44,5.07
2022-10-21T22:00,14.0,89,0.00,43,5.44
2022-10-21T23:00,14.1,89,0.00,17,7.15
2022-10-22T00:00,14.6,90,0.00,40,8.05
2022-10-22T01:00,14.7,93,0.00,79,7.79
2022-10-22T02:00,14.8,94,0.00,72,7.48
2022-10-22T03:00,14.9,94,0.00,90,6.71
2022-10-22T04:00,14.9,94,0.00,88,6.71
2022-10-22T05:00,15.0,93,0.00,59,6.78
2022-10-22T06:00,14.7,92,0.00,42,6.98
2022-10-22T07:00,14.4,90,0.00,32,6.76
2022-10-22T08:00,14.3,86,0.00,31,7.38
2022-10-22T09:00,14.8,76,0.00,27,8.46
2022-10-22T10:00,16.1,64,0.00,27,9.59
2022-10-22T11:00,17.7,54,0.00,28,9.20
2022-10-22T12:00,19.5,44,0.00,26,9.01
2022-10-22T13:00,19.8,42,0.00,26,9.76
2022-10-22T14:00,19.5,42,0.00,23,10.10
2022-10-22T15:00,19.1,42,0.00,14,9.43
2022-10-22T16:00,18.7,42,0.00,5,9.48
2022-10-22T17:00,17.8,45,0.00,0,9.21
2022-10-22T18:00,16.5,52,0.00,0,9.86
2022-10-22T19:00,15.4,54,0.00,0,9.58
2022-10-22T20:00,14.8,55,0.00,0,9.55
2022-10-22T21:00,14.3,56,0.00,0,8.98
2022-10-22T22:00,13.8,57,0.00,0,8.63
2022-10-22T23:00,13.4,57,0.00,0,8.70
2022-10-23T00:00,13.0,61,0.00,0,8.64
2022-10-23T01:00,12.5,61,0.00,0,8.37
2022-10-23T02:00,12.1,62,0.00,0,8.04
2022-10-23T03:00,11.7,63,0.00,0,6.41
2022-10-23T04:00,11.3,65,0.00,0,6.10
2022-10-23T05:00,11.0,66,0.00,0,6.05
2022-10-23T06:00,10.6,67,0.00,0,6.19
2022-10-23T07:00,10.3,69,0.00,0,6.02
2022-10-23T08:00,10.1,70,0.00,0,5.83
2022-10-23T09:00,12.0,61,0.00,0,5.78
2022-10-23T10:00,14.1,50,0.00,0,5.42
2022-10-23T11:00,16.2,40,0.00,0,5.19
2022-10-23T12:00,18.0,34,0.00,0,5.04
2022-10-23T13:00,19.2,30,0.00,0,5.31
2022-10-23T14:00,19.9,28,0.00,0,5.98
2022-10-23T15:00,20.3,27,0.00,0,7.92
2022-10-23T16:00,20.3,27,0.00,0,7.72
2022-10-23T17:00,19.6,31,0.00,0,6.94
2022-10-23T18:00,18.2,39,0.00,0,6.73
2022-10-23T19:00,16.6,48,0.00,0,6.72
2022-10-23T20:00,15.6,53,0.00,0,6.20
2022-10-23T21:00,14.8,57,0.00,0,5.49
2022-10-23T22:00,14.2,59,0.00,0,4.88
2022-10-23T23:00,13.6,60,0.00,0,4.34
2022-10-24T00:00,13.1,53,0.00,0,3.94
2022-10-24T01:00,12.4,53,0.00,0,3.49
2022-10-24T02:00,11.7,53,0.00,0,3.27
2022-10-24T03:00,11.0,55,0.00,0,2.73
2022-10-24T04:00,10.7,56,0.00,0,2.20
2022-10-24T05:00,10.9,54,0.00,0,2.26
2022-10-24T06:00,12.9,44,0.00,5,2.33
2022-10-24T07:00,12.8,44,0.00,11,1.87
2022-10-24T08:00,12.6,47,0.00,11,1.24
2022-10-24T09:00,13.4,50,0.00,8,0.85
2022-10-24T10:00,15.8,40,0.00,3,0.95
2022-10-24T11:00,17.9,31,0.00,0,1.20
2022-10-24T12:00,18.4,34,0.00,0,1.92
2022-10-24T13:00,19.4,32,0.00,0,3.11
2022-10-24T14:00,20.0,32,0.00,0,4.20
2022-10-24T15:00,19.9,34,0.00,0,4.05
2022-10-24T16:00,19.2,38,0.00,0,3.76
2022-10-24T17:00,18.2,45,0.00,1,3.64
2022-10-24T18:00,16.7,57,0.00,0,3.45
2022-10-24T19:00,15.7,67,0.00,0,3.07
2022-10-24T20:00,15.2,74,0.00,0,3.23
2022-10-24T21:00,14.8,81,0.00,0,3.80
2022-10-24T22:00,14.4,87,0.00,1,4.58
2022-10-24T23:00,14.0,91,0.00,7,5.33
2022-10-25T00:00,13.5,91,0.00,5,5.80
2022-10-25T01:00,13.1,93,0.00,19,5.69
2022-10-25T02:00,12.8,95,0.00,41,5.55
2022-10-25T03:00,12.7,96,0.00,37,4.81
2022-10-25T04:00,12.7,96,0.00,47,3.89
2022-10-25T05:00,12.7,96,0.00,34,3.38
2022-10-25T06:00,12.6,95,0.00,7,3.58
2022-10-25T07:00,12.5,94,0.00,7,4.12
2022-10-25T08:00,12.5,92,0.00,12,4.30
2022-10-25T09:00,13.3,84,0.00,19,3.62
2022-10-25T10:00,14.2,77,0.00,8,3.14
2022-10-25T11:00,15.4,70,0.00,6,2.94
2022-10-25T12:00,16.6,67,0.00,6,3.09
2022-10-25T13:00,17.7,63,0.00,41,3.55
2022-10-25T14:00,18.5,59,0.00,59,4.54
2022-10-25T15:00,18.8,59,0.00,25,5.42
2022-10-25T16:00,18.3,59,0.00,8,5.64
2022-10-25T17:00,17.2,61,0.00,2,5.50
2022-10-25T18:00,15.9,64,0.00,0,5.64
2022-10-25T19:00,14.8,69,0.00,0,5.41
2022-10-25T20:00,13.9,72,0.00,0,4.91
2022-10-25T21:00,13.2,74,0.00,1,5.05
2022-10-25T22:00,12.6,75,0.00,0,5.00
2022-10-25T23:00,12.1,76,0.00,1,5.26
2022-10-26T00:00,11.4,83,0.00,1,5.33
2022-10-26T01:00,10.8,85,0.00,1,5.74
2022-10-26T02:00,10.3,86,0.00,1,6.16
2022-10-26T03:00,9.8,85,0.00,0,4.80
2022-10-26T04:00,9.3,84,0.00,8,5.19
2022-10-26T05:00,9.4,79,0.00,21,5.30
2022-10-26T06:00,9.5,75,0.00,23,5.22
2022-10-26T07:00,9.7,73,0.00,52,5.58
2022-10-26T08:00,10.0,71,0.00,5,5.27
2022-10-26T09:00,11.9,63,0.00,1,4.84
2022-10-26T10:00,14.6,54,0.00,0,5.61
2022-10-26T11:00,16.5,48,0.00,0,5.45
2022-10-26T12:00,17.7,42,0.00,0,5.84
2022-10-26T13:00,18.8,40,0.00,0,6.60
2022-10-26T14:00,19.2,38,0.00,0,6.72
2022-10-26T15:00,19.3,38,0.00,5,6.13
2022-10-26T16:00,18.8,39,0.00,14,5.82
2022-10-26T17:00,18.0,43,0.00,1,5.97
2022-10-26T18:00,16.6,50,0.00,1,6.30
2022-10-26T19:00,15.2,56,0.00,0,6.16
2022-10-26T20:00,14.3,60,0.00,0,5.59
2022-10-26T21:00,13.5,63,0.00,4,5.04
2022-10-26T22:00,12.9,66,0.00,0,4.36
2022-10-26T23:00,12.0,72,0.00,0,3.62
2022-10-27T00:00,12.2,74,0.00,1,3.11
2022-10-27T01:00,11.3,80,0.00,1,2.98
2022-10-27T02:00,10.3,86,0.00,1,3.14
2022-10-27T03:00,9.7,89,0.00,1,3.05
2022-10-27T04:00,9.7,89,0.00,1,2.42
2022-10-27T05:00,9.7,90,0.00,1,0.94
2022-10-27T06:00,10.4,90,0.00,2,0.10
2022-10-27T07:00,10.3,90,0.00,3,0.85
2022-10-27T08:00,9.5,94,0.00,17,1.25
2022-10-27T09:00,10.6,93,0.00,23,1.49
2022-10-27T10:00,14.6,69,0.00,6,1.63
2022-10-27T11:00,16.9,45,0.00,8,1.34
2022-10-27T12:00,17.3,42,0.00,2,1.17
2022-10-27T13:00,18.3,38,0.00,0,2.15
2022-10-27T14:00,18.9,37,0.00,0,3.28
2022-10-27T15:00,19.0,38,0.00,0,3.32
2022-10-27T16:00,18.6,41,0.00,0,3.20
2022-10-27T17:00,17.8,44,0.00,0,3.07
2022-10-27T18:00,16.6,50,0.00,0,2.75
2022-10-27T19:00,15.4,56,0.00,0,2.37
2022-10-27T20:00,14.6,61,0.00,0,2.00
2022-10-27T21:00,14.0,66,0.00,0,1.72
2022-10-27T22:00,12.9,78,0.00,0,1.94
2022-10-27T23:00,12.0,82,0.00,0,1.75
2022-10-28T00:00,11.2,86,0.00,0,1.91
2022-10-28T01:00,10.6,91,0.00,0,1.90
2022-10-28T02:00,10.3,93,0.00,0,1.70
2022-10-28T03:00,10.2,95,0.00,0,1.75
2022-10-28T04:00,10.2,96,0.00,0,1.41
2022-10-28T05:00,10.4,98,0.00,6,1.17
2022-10-28T06:00,9.4,99,0.00,15,1.75
2022-10-28T07:00,9.4,99,0.00,12,1.40
2022-10-28T08:00,10.6,98,0.00,27,0.20
2022-10-28T09:00,11.5,95,0.00,32,0.42
2022-10-28T10:00,13.5,79,0.00,29,0.95
2022-10-28T11:00,15.1,63,0.00,29,1.33
2022-10-28T12:00,16.3,51,0.00,29,1.41
2022-10-28T13:00,17.3,46,0.00,28,1.84
2022-10-28T14:00,17.7,45,0.00,28,2.82
2022-10-28T15:00,17.5,46,0.00,35,4.31
2022-10-28T16:00,16.7,51,0.00,35,4.59
2022-10-28T17:00,15.6,57,0.00,15,4.16
2022-10-28T18:00,14.7,65,0.00,4,3.50
2022-10-28T19:00,13.8,72,0.00,4,3.14
2022-10-28T20:00,13.4,74,0.00,0,2.98
2022-10-28T21:00,12.7,79,0.00,0,2.64
2022-10-28T22:00,12.0,84,0.00,0,2.27
2022-10-28T23:00,11.9,84,0.00,0,2.01
2022-10-29T00:00,10.3,94,0.00,0,2.50
2022-10-29T01:00,9.8,96,0.00,0,2.97
2022-10-29T02:00,9.6,97,0.00,0,3.14
2022-10-29T03:00,9.7,97,0.00,1,2.48
2022-10-29T04:00,9.5,98,0.00,3,2.55
2022-10-29T05:00,10.2,97,0.00,5,2.84
2022-10-29T06:00,10.4,97,0.00,5,2.69
2022-10-29T07:00,10.4,97,0.00,7,2.84
2022-10-29T08:00,10.6,96,0.00,4,2.33
2022-10-29T09:00,11.1,93,0.00,21,1.30
2022-10-29T10:00,13.8,74,0.00,9,0.98
2022-10-29T11:00,15.9,62,0.00,3,1.61
2022-10-29T12:00,17.0,57,0.00,18,2.42
2022-10-29T13:00,18.4,50,0.00,30,3.04
2022-10-29T14:00,19.3,46,0.00,23,4.28
2022-10-29T15:00,19.6,46,0.00,30,5.20
2022-10-29T16:00,18.9,53,0.00,38,5.37
2022-10-29T17:00,18.0,62,0.00,42,5.10
2022-10-29T18:00,16.7,73,0.00,57,5.01
2022-10-29T19:00,15.8,81,0.00,57,5.10
2022-10-29T20:00,15.1,87,0.00,54,5.33
2022-10-29T21:00,14.7,90,0.00,56,5.39
2022-10-29T22:00,14.2,92,0.00,50,5.13
2022-10-29T23:00,13.8,94,0.00,51,5.02
2022-10-30T00:00,13.3,98,0.00,41,4.98
2022-10-30T01:00,13.1,98,0.00,51,4.69
2022-10-30T02:00,12.8,99,0.00,50,4.55
2022-10-30T03:00,12.6,99,0.00,79,4.03
2022-10-30T04:00,12.5,99,0.00,63,3.54
2022-10-30T05:00,12.3,99,0.00,46,2.76
2022-10-30T06:00,12.0,99,0.00,29,2.62
2022-10-30T07:00,11.8,99,0.00,29,2.05
2022-10-30T08:00,11.3,99,0.00,40,1.70
2022-10-30T09:00,12.6,95,0.00,64,1.28
2022-10-30T10:00,13.9,87,0.00,50,0.81
2022-10-30T11:00,15.7,77,0.00,5,0.67
2022-10-30T12:00,16.8,70,0.00,3,1.50
2022-10-30T13:00,18.6,61,0.00,2,2.70
2022-10-30T14:00,19.6,56,0.00,1,3.71
2022-10-30T15:00,19.8,55,0.00,2,4.40
2022-10-30T16:00,19.3,58,0.00,1,4.72
2022-10-30T17:00,18.2,64,0.00,1,4.81
2022-10-30T18:00,16.3,73,0.00,0,4.75
2022-10-30T19:00,14.9,81,0.00,0,4.52
2022-10-30T20:00,14.0,85,0.00,0,4.20
2022-10-30T21:00,13.3,89,0.00,0,3.90
2022-10-30T22:00,12.7,91,0.00,1,3.55
2022-10-30T23:00,12.0,95,0.00,1,3.29
2022-10-31T00:00,11.4,94,0.00,16,3.26
2022-10-31T01:00,11.1,95,0.00,31,3.20
2022-10-31T02:00,11.0,96,0.00,30,2.92
2022-10-31T03:00,10.8,97,0.00,30,2.12
2022-10-31T04:00,10.8,97,0.00,47,2.33
2022-10-31T05:00,10.7,97,0.00,73,1.46
2022-10-31T06:00,10.8,97,0.00,82,1.24
2022-10-31T07:00,11.0,97,0.00,100,0.63
2022-10-31T08:00,11.2,97,0.00,100,0.36
2022-10-31T09:00,11.9,92,0.00,100,0.73
2022-10-31T10:00,12.5,88,0.00,100,0.94
2022-10-31T11:00,13.3,84,0.00,100,0.71
2022-10-31T12:00,14.2,77,0.00,100,0.63
2022-10-31T13:00,15.3,71,0.00,71,0.81
2022-10-31T14:00,16.2,65,0.00,76,1.27
2022-10-31T15:00,16.6,63,0.00,23,1.73
2022-10-31T16:00,16.4,65,0.00,15,2.30
2022-10-31T17:00,15.3,71,0.00,10,2.80
2022-10-31T18:00,13.8,80,0.00,6,2.90
2022-10-31T19:00,12.7,87,0.00,4,2.81
2022-10-31T20:00,12.2,91,0.00,0,3.31
2022-10-31T21:00,12.0,93,0.00,11,3.41
2022-10-31T22:00,12.2,92,0.00,18,3.11
2022-10-31T23:00,12.1,95,0.00,24,2.71
2022-11-01T00:00,12.4,95,0.00,62,2.60
2022-11-01T01:00,12.4,95,0.00,88,2.88
2022-11-01T02:00,12.8,94,0.00,94,3.29
2022-11-01T03:00,12.9,94,0.00,87,2.26
2022-11-01T04:00,13.1,93,0.00,75,2.11
2022-11-01T05:00,13.3,92,0.00,60,2.77
2022-11-01T06:00,13.5,92,0.10,58,3.47
2022-11-01T07:00,13.6,92,0.10,97,4.37
2022-11-01T08:00,13.6,92,0.10,100,6.26
2022-11-01T09:00,14.3,86,0.10,100,6.79
2022-11-01T10:00,15.3,77,1.10,100,6.20
2022-11-01T11:00,15.1,78,3.30,100,6.44
2022-11-01T12:00,12.4,81,1.30,80,6.30
2022-11-01T13:00,11.6,82,0.50,54,6.38
2022-11-01T14:00,11.8,77,0.00,10,6.99
2022-11-01T15:00,12.9,68,0.00,15,9.23
2022-11-01T16:00,13.2,64,0.00,29,8.36
2022-11-01T17:00,12.9,66,0.00,0,7.45
2022-11-01T18:00,12.3,72,0.00,0,6.50
2022-11-01T19:00,11.5,77,0.00,0,5.61
2022-11-01T20:00,11.1,79,0.00,10,4.75
2022-11-01T21:00,10.9,79,0.00,17,4.06
2022-11-01T22:00,10.7,79,0.00,18,3.60
2022-11-01T23:00,10.4,80,0.00,26,3.50
2022-11-02T00:00,10.4,83,0.00,31,3.41
2022-11-02T01:00,10.3,82,0.00,32,3.24
2022-11-02T02:00,9.9,83,0.00,14,3.14
2022-11-02T03:00,9.7,83,0.00,31,3.26
2022-11-02T04:00,9.4,83,0.00,23,3.30
2022-11-02T05:00,9.2,83,0.00,17,2.83
2022-11-02T06:00,9.3,82,0.00,12,2.51
2022-11-02T07:00,9.0,84,0.00,16,2.41
2022-11-02T08:00,9.0,85,0.00,8,2.24
2022-11-02T09:00,10.7,79,0.00,24,2.35
2022-11-02T10:00,11.9,70,0.00,29,3.51
2022-11-02T11:00,12.5,65,0.00,8,3.91
2022-11-02T12:00,13.4,64,0.10,13,4.01
2022-11-02T13:00,13.8,64,0.10,27,4.70
2022-11-02T14:00,13.8,64,0.10,33,5.22
2022-11-02T15:00,13.5,64,0.00,44,5.99
2022-11-02T16:00,13.1,62,0.10,12,5.79
2022-11-02T17:00,12.9,62,0.00,4,5.92
2022-11-02T18:00,12.1,68,0.00,3,5.39
2022-11-02T19:00,11.3,73,0.00,0,5.78
2022-11-02T20:00,10.7,76,0.00,1,6.14
2022-11-02T21:00,10.2,78,0.00,0,6.16
2022-11-02T22:00,9.7,78,0.00,1,5.88
2022-11-02T23:00,9.2,78,0.00,0,5.95
2022-11-03T00:00,9.4,77,0.00,0,5.87
2022-11-03T01:00,8.9,78,0.00,0,5.80
2022-11-03T02:00,8.5,79,0.00,0,5.60
2022-11-03T03:00,8.1,81,0.00,0,4.84
2022-11-03T04:00,7.7,82,0.00,0,4.65
2022-11-03T05:00,7.4,83,0.00,0,4.39
2022-11-03T06:00,6.9,84,0.00,0,3.53
2022-11-03T07:00,6.4,86,0.00,0,3.07
2022-11-03T08:00,6.0,88,0.00,22,2.65
2022-11-03T09:00,7.8,85,0.00,10,2.16
2022-11-03T10:00,10.2,71,0.00,27,1.72
2022-11-03T11:00,11.7,59,0.00,1,2.16
2022-11-03T12:00,12.9,49,0.00,0,3.05
2022-11-03T13:00,13.8,46,0.00,0,3.58
2022-11-03T14:00,14.5,43,0.00,0,4.40
2022-11-03T15:00,14.8,42,0.00,1,4.84
2022-11-03T16:00,14.7,44,0.00,3,4.61
2022-11-03T17:00,14.1,48,0.00,1,4.49
2022-11-03T18:00,12.8,59,0.00,5,4.21
2022-11-03T19:00,11.6,68,0.00,9,3.86
2022-11-03T20:00,10.9,73,0.00,13,3.75
2022-11-03T21:00,10.4,77,0.00,12,3.12
2022-11-03T22:00,9.8,79,0.00,6,2.70
2022-11-03T23:00,9.2,83,0.00,8,2.48
2022-11-04T00:00,9.0,86,0.00,17,2.78
2022-11-04T01:00,8.2,90,0.00,26,3.38
2022-11-04T02:00,7.8,92,0.00,28,3.62
2022-11-04T03:00,7.6,93,0.00,100,2.86
2022-11-04T04:00,7.4,93,0.00,100,1.96
2022-11-04T05:00,7.7,90,0.00,100,1.17
2022-11-04T06:00,8.4,87,0.00,100,0.58
2022-11-04T07:00,8.9,85,0.00,100,0.41
2022-11-04T08:00,9.3,83,0.00,100,0.82
2022-11-04T09:00,10.3,82,0.00,100,1.14
2022-11-04T10:00,12.8,64,0.00,100,1.22
2022-11-04T11:00,14.2,62,0.00,100,1.30
2022-11-04T12:00,12.7,71,0.00,100,1.55
2022-11-04T13:00,13.2,70,0.00,100,1.53
2022-11-04T14:00,13.5,71,0.00,100,1.70
2022-11-04T15:00,13.6,72,0.00,100,1.53
2022-11-04T16:00,14.0,74,0.00,93,1.63
2022-11-04T17:00,14.0,76,0.00,81,1.78
2022-11-04T18:00,13.5,80,0.00,100,1.58
2022-11-04T19:00,12.8,84,0.00,100,1.21
2022-11-04T20:00,12.5,88,0.00,95,1.12
2022-11-04T21:00,12.1,91,0.00,98,1.14
2022-11-04T22:00,11.8,94,0.00,96,1.50
2022-11-04T23:00,11.8,96,0.00,100,1.70
2022-11-05T00:00,12.1,96,0.00,93,1.99
2022-11-05T01:00,12.4,98,0.00,92,2.12
2022-11-05T02:00,12.6,98,0.00,95,2.14
2022-11-05T03:00,12.7,99,0.00,100,1.75
2022-11-05T04:00,12.9,99,0.00,100,1.36
2022-11-05T05:00,13.0,99,0.10,100,0.71
2022-11-05T06:00,13.1,100,0.00,100,1.02
2022-11-05T07:00,13.3,100,0.00,100,1.80
2022-11-05T08:00,13.4,99,0.00,100,2.31
2022-11-05T09:00,13.8,99,0.00,100,3.06
2022-11-05T10:00,14.4,96,0.10,100,3.67
2022-11-05T11:00,14.9,94,0.10,100,3.80
2022-11-05T12:00,14.7,91,0.20,100,3.83
2022-11-05T13:00,15.0,90,0.30,100,4.20
2022-11-05T14:00,15.0,90,0.50,100,4.46
2022-11-05T15:00,14.9,92,0.40,100,3.45
2022-11-05T16:00,14.9,92,0.60,100,3.02
2022-11-05T17:00,14.7,93,0.40,100,2.69
2022-11-05T18:00,14.5,95,0.20,100,2.28
2022-11-05T19:00,14.3,96,0.10,100,2.15
2022-11-05T20:00,14.0,98,0.00,100,2.28
2022-11-05T21:00,13.8,99,0.00,100,3.00
2022-11-05T22:00,13.6,97,0.00,100,3.49
2022-11-05T23:00,13.0,92,0.00,58,3.64
2022-11-06T00:00,13.2,97,0.00,42,3.79
2022-11-06T01:00,12.6,94,0.00,42,4.05
2022-11-06T02:00,12.0,89,0.00,53,4.44
2022-11-06T03:00,11.9,84,0.00,58,4.08
2022-11-06T04:00,11.7,80,0.00,41,4.55
2022-11-06T05:00,11.5,79,0.00,50,4.61
2022-11-06T06:00,11.3,79,0.00,44,4.25
2022-11-06T07:00,10.9,80,0.00,48,4.12
2022-11-06T08:00,10.4,81,0.00,15,3.77
2022-11-06T09:00,11.2,76,0.00,43,3.58
2022-11-06T10:00,12.5,65,0.00,43,3.40
2022-11-06T11:00,13.6,60,0.00,38,3.04
2022-11-06T12:00,14.5,58,0.00,10,3.30
2022-11-06T13:00,15.0,58,0.00,22,4.25
2022-11-06T14:00,15.1,60,0.00,42,5.01
2022-11-06T15:00,15.0,61,0.00,62,4.10
2022-11-06T16:00,14.5,66,0.00,97,4.25
2022-11-06T17:00,13.9,72,0.00,100,4.90
2022-11-06T18:00,13.5,78,0.10,100,5.15
2022-11-06T19:00,12.9,84,0.10,100,5.94
2022-11-06T20:00,12.8,86,0.10,100,6.61
2022-11-06T21:00,12.7,87,0.10,100,7.08
2022-11-06T22:00,12.6,87,0.40,100,7.73
2022-11-06T23:00,12.7,88,1.10,100,8.88
