time,temperature_2m (°C),relativehumidity_2m (%),precipitation (mm),cloudcover (%),windspeed_10m (m/s)
2023-03-02T04:00,4.2,75,0.00,5,4.50
2023-03-02T05:00,3.9,78,0.00,1,4.26
2023-03-02T06:00,3.5,82,0.00,8,4.19
2023-03-02T07:00,3.2,85,0.00,21,4.40
2023-03-02T08:00,2.8,88,0.00,21,4.40
2023-03-02T09:00,4.7,90,0.00,28,4.08
2023-03-02T10:00,8.0,77,0.00,8,2.80
2023-03-02T11:00,9.4,73,0.00,6,2.48
2023-03-02T12:00,10.9,57,0.00,0,2.33
2023-03-02T13:00,11.9,56,0.00,2,3.83
2023-03-02T14:00,12.2,59,0.00,1,4.68
2023-03-02T15:00,12.2,63,0.00,5,4.92
2023-03-02T16:00,11.8,67,0.00,12,4.88
2023-03-02T17:00,11.3,70,0.00,22,5.65
2023-03-02T18:00,10.4,75,0.00,28,5.59
2023-03-02T19:00,9.5,81,0.00,27,5.77
2023-03-02T20:00,8.8,84,0.00,1,5.33
2023-03-02T21:00,8.3,86,0.00,2,5.49
2023-03-02T22:00,7.9,88,0.00,2,6.10
2023-03-02T23:00,7.6,90,0.00,17,6.10
2023-03-03T00:00,7.3,89,0.00,7,6.35
2023-03-03T01:00,7.3,90,0.00,9,6.74
2023-03-03T02:00,7.4,91,0.00,15,6.82
2023-03-03T03:00,7.3,92,0.00,12,5.24
2023-03-03T04:00,6.8,93,0.00,9,5.24
2023-03-03T05:00,6.8,93,0.00,7,5.24
2023-03-03T06:00,6.7,93,0.00,8,4.81
2023-03-03T07:00,6.1,92,0.00,5,4.53
2023-03-03T08:00,5.7,91,0.00,11,5.04
2023-03-03T09:00,6.5,87,0.00,1,4.56
2023-03-03T10:00,7.4,83,0.00,5,3.16
2023-03-03T11:00,8.7,78,0.00,8,2.04
2023-03-03T12:00,10.2,79,0.00,70,2.06
2023-03-03T13:00,11.2,76,0.00,77,3.18
2023-03-03T14:00,12.0,73,0.00,37,3.14
2023-03-03T15:00,12.4,70,0.00,28,4.24
2023-03-03T16:00,12.5,69,0.00,32,5.72
2023-03-03T17:00,11.4,72,0.00,29,7.07
2023-03-03T18:00,10.2,73,0.00,29,6.88
2023-03-03T19:00,9.1,76,0.00,29,6.34
2023-03-03T20:00,8.3,78,0.00,31,5.48
2023-03-03T21:00,7.8,80,0.00,44,5.35
2023-03-03T22:00,7.3,81,0.00,76,5.88
2023-03-03T23:00,7.1,81,0.00,89,5.71
2023-03-04T00:00,7.0,82,0.00,89,5.10
2023-03-04T01:00,6.9,81,0.00,87,5.46
2023-03-04T02:00,6.9,80,0.00,84,5.82
2023-03-04T03:00,7.0,78,0.00,89,4.88
2023-03-04T04:00,7.0,77,0.00,100,4.35
2023-03-04T05:00,7.0,77,0.00,77,3.16
2023-03-04T06:00,7.0,77,0.00,55,2.02
2023-03-04T07:00,7.3,75,0.00,64,2.55
2023-03-04T08:00,7.4,76,0.10,53,4.05
2023-03-04T09:00,7.9,79,0.00,38,6.05
2023-03-04T10:00,9.0,75,0.10,67,8.50
2023-03-04T11:00,9.1,76,1.10,100,9.91
2023-03-04T12:00,9.4,81,1.90,100,9.12
2023-03-04T13:00,8.7,78,0.70,74,6.67
2023-03-04T14:00,8.7,77,0.10,24,5.92
2023-03-04T15:00,9.4,69,0.10,36,6.12
2023-03-04T16:00,9.7,66,0.10,38,6.31
2023-03-04T17:00,9.7,65,0.10,31,5.70
2023-03-04T18:00,9.5,66,0.00,26,4.36
2023-03-04T19:00,8.5,71,0.10,9,3.64
2023-03-04T20:00,7.8,76,0.00,14,3.58
2023-03-04T21:00,7.4,78,0.10,41,4.57
2023-03-04T22:00,7.1,77,0.10,78,5.37
2023-03-04T23:00,7.1,78,0.00,90,7.09
2023-03-05T00:00,8.1,71,0.20,87,8.69
2023-03-05T01:00,8.0,73,0.70,100,9.88
2023-03-05T02:00,7.5,78,1.90,100,9.85
2023-03-05T03:00,7.4,81,2.40,75,8.36
2023-03-05T04:00,7.1,85,0.70,53,5.80
2023-03-05T05:00,7.3,78,0.20,49,5.92
2023-03-05T06:00,7.1,74,0.00,40,5.97
2023-03-05T07:00,6.7,70,0.00,27,5.57
2023-03-05T08:00,6.4,68,0.00,31,5.10
2023-03-05T09:00,7.5,64,0.20,40,4.61
2023-03-05T10:00,8.1,58,0.30,40,4.11
2023-03-05T11:00,8.8,57,0.10,35,3.88
2023-03-05T12:00,9.6,69,0.10,28,3.81
2023-03-05T13:00,10.1,68,0.10,32,4.30
2023-03-05T14:00,10.2,68,0.00,24,4.60
2023-03-05T15:00,10.1,67,0.00,47,4.20
2023-03-05T16:00,9.8,67,0.00,38,3.90
2023-03-05T17:00,9.3,68,0.10,57,4.62
2023-03-05T18:00,8.7,69,0.00,42,4.20
2023-03-05T19:00,8.1,72,0.00,44,3.50
2023-03-05T20:00,7.2,78,0.10,52,2.72
2023-03-05T21:00,6.6,79,0.10,35,2.06
2023-03-05T22:00,6.3,82,0.00,32,2.13
2023-03-05T23:00,6.0,83,0.10,22,2.36
2023-03-06T00:00,5.8,84,0.00,33,2.56
2023-03-06T01:00,5.4,86,0.00,33,2.95
2023-03-06T02:00,5.1,86,0.10,57,2.94
2023-03-06T03:00,4.8,87,0.30,59,2.33
2023-03-06T04:00,4.5,89,0.50,56,2.31
2023-03-06T05:00,4.3,90,0.60,54,2.50
2023-03-06T06:00,4.4,90,1.00,46,3.42
2023-03-06T07:00,4.6,89,0.70,61,3.71
2023-03-06T08:00,4.1,91,0.80,65,3.40
2023-03-06T09:00,6.6,85,0.50,62,3.04
2023-03-06T10:00,8.1,80,0.30,34,2.96
2023-03-06T11:00,8.9,81,0.10,34,3.06
2023-03-06T12:00,9.7,81,0.10,53,3.32
2023-03-06T13:00,10.4,79,0.10,50,3.70
2023-03-06T14:00,10.8,76,0.20,54,4.03
2023-03-06T15:00,10.8,75,0.90,56,3.11
2023-03-06T16:00,10.6,74,0.00,49,2.62
2023-03-06T17:00,10.3,72,0.60,62,2.27
2023-03-06T18:00,9.9,69,0.00,81,2.69
2023-03-06T19:00,8.9,72,0.00,96,2.48
2023-03-06T20:00,8.1,76,0.10,67,1.72
2023-03-06T21:00,7.5,80,0.10,44,1.60
2023-03-06T22:00,7.1,82,0.20,33,2.02
2023-03-06T23:00,6.9,85,0.60,26,2.56
2023-03-07T00:00,6.7,86,0.30,40,2.84
2023-03-07T01:00,6.4,87,0.40,38,2.92
2023-03-07T02:00,6.2,87,0.30,27,2.83
2023-03-07T03:00,6.1,89,0.10,37,1.62
2023-03-07T04:00,5.6,90,0.00,28,2.01
2023-03-07T05:00,5.5,87,0.00,23,1.43
2023-03-07T06:00,6.9,80,0.00,41,0.61
2023-03-07T07:00,5.8,87,0.00,25,0.22
2023-03-07T08:00,4.4,97,0.00,29,0.81
2023-03-07T09:00,5.7,97,0.00,28,0.95
2023-03-07T10:00,8.0,79,0.00,24,1.41
2023-03-07T11:00,9.0,68,0.00,48,1.94
2023-03-07T12:00,10.2,62,0.00,80,2.58
2023-03-07T13:00,10.4,62,0.00,59,3.33
2023-03-07T14:00,10.4,63,0.00,59,4.03
2023-03-07T15:00,10.4,64,0.00,64,3.58
2023-03-07T16:00,10.1,65,0.00,44,4.09
2023-03-07T17:00,NaN,NaN,NaN,NaN,NaN
2023-03-07T18:00,NaN,NaN,NaN,NaN,NaN
2023-03-07T19:00,NaN,NaN,NaN,NaN,NaN
2023-03-07T20:00,NaN,NaN,NaN,NaN,NaN
2023-03-07T21:00,NaN,NaN,NaN,NaN,NaN
2023-03-07T22:00,NaN,NaN,NaN,NaN,NaN
2023-03-07T23:00,NaN,NaN,NaN,NaN,NaN
