DateKey,Temperature,Humidity,Rainfall,Clouds,Wind,Weather_time
2022092500,16.1,94.0,0.0,0.0,2.24,2022-09-25 00:00:00
2022092501,15.5,97.0,0.0,0.0,2.2,2022-09-25 01:00:00
2022092502,15.0,98.0,0.0,14.0,2.05,2022-09-25 02:00:00
2022092503,14.5,99.0,0.0,90.0,2.05,2022-09-25 03:00:00
2022092504,14.1,99.0,0.0,90.0,2.62,2022-09-25 04:00:00
2022092505,13.8,100.0,0.0,90.0,2.83,2022-09-25 05:00:00
2022092506,13.5,100.0,0.0,90.0,2.69,2022-09-25 06:00:00
2022092507,13.6,100.0,0.0,90.0,2.25,2022-09-25 07:00:00
2022092508,14.5,99.0,0.0,90.0,1.9,2022-09-25 08:00:00
2022092509,16.2,93.0,0.0,90.0,1.63,2022-09-25 09:00:00
2022092510,17.4,86.0,0.0,90.0,1.61,2022-09-25 10:00:00
2022092511,19.6,74.0,0.0,54.0,1.71,2022-09-25 11:00:00
2022092512,18.5,72.0,0.0,39.0,2.12,2022-09-25 12:00:00
2022092513,20.1,66.0,0.0,28.0,2.73,2022-09-25 13:00:00
2022092514,20.8,62.0,0.0,23.0,3.36,2022-09-25 14:00:00
2022092515,20.8,62.0,0.0,44.0,3.95,2022-09-25 15:00:00
2022092516,20.1,64.0,0.0,25.0,4.49,2022-09-25 16:00:00
2022092517,18.7,69.0,0.0,15.0,4.41,2022-09-25 17:00:00
2022092518,17.0,76.0,0.0,17.0,4.3,2022-09-25 18:00:00
2022092519,15.6,83.0,0.0,29.0,4.08,2022-09-25 19:00:00
2022092520,14.8,88.0,0.0,44.0,3.75,2022-09-25 20:00:00
2022092521,14.2,91.0,0.0,57.0,3.54,2022-09-25 21:00:00
2022092522,13.9,94.0,0.0,61.0,3.2,2022-09-25 22:00:00
2022092523,13.8,94.0,0.0,72.0,3.1,2022-09-25 23:00:00
2022092600,14.0,93.0,0.0,72.0,3.1,2022-09-26 00:00:00
2022092601,13.8,94.0,0.0,90.0,3.1,2022-09-26 01:00:00
2022092602,13.8,94.0,0.0,90.0,3.13,2022-09-26 02:00:00
2022092603,13.8,94.0,0.0,90.0,3.35,2022-09-26 03:00:00
2022092604,13.8,94.0,0.0,90.0,3.37,2022-09-26 04:00:00
2022092605,13.7,95.0,0.0,90.0,3.06,2022-09-26 05:00:00
2022092606,13.6,95.0,0.0,90.0,2.93,2022-09-26 06:00:00
2022092607,13.7,95.0,0.0,90.0,2.72,2022-09-26 07:00:00
2022092608,13.9,93.0,0.0,90.0,2.62,2022-09-26 08:00:00
2022092609,14.8,88.0,0.0,81.0,2.73,2022-09-26 09:00:00
2022092610,15.9,82.0,0.0,45.0,2.93,2022-09-26 10:00:00
2022092611,17.4,75.0,0.0,32.0,3.1,2022-09-26 11:00:00
2022092612,18.0,69.0,0.0,22.0,3.5,2022-09-26 12:00:00
2022092613,19.2,65.0,0.0,13.0,3.9,2022-09-26 13:00:00
2022092614,19.6,63.0,0.0,18.0,4.4,2022-09-26 14:00:00
2022092615,19.6,63.0,0.0,50.0,4.79,2022-09-26 15:00:00
2022092616,18.8,66.0,0.0,35.0,5.48,2022-09-26 16:00:00
2022092617,17.8,70.0,0.0,32.0,5.41,2022-09-26 17:00:00
2022092618,16.7,76.0,0.0,25.0,4.94,2022-09-26 18:00:00
2022092619,15.6,81.0,0.0,35.0,4.68,2022-09-26 19:00:00
2022092620,14.9,86.0,0.0,44.0,4.65,2022-09-26 20:00:00
2022092621,14.6,88.0,0.0,49.0,4.33,2022-09-26 21:00:00
2022092622,14.4,90.0,0.0,41.0,3.59,2022-09-26 22:00:00
2022092623,14.1,93.0,0.0,59.0,3.85,2022-09-26 23:00:00
2022092700,13.7,90.0,0.0,72.0,3.69,2022-09-27 00:00:00
2022092701,13.7,90.0,0.0,78.0,3.42,2022-09-27 01:00:00
2022092702,13.6,90.0,0.0,79.0,3.57,2022-09-27 02:00:00
2022092703,13.4,91.0,0.0,90.0,4.05,2022-09-27 03:00:00
2022092704,13.2,92.0,0.0,90.0,4.27,2022-09-27 04:00:00
2022092705,13.2,92.0,0.0,90.0,3.81,2022-09-27 05:00:00
2022092706,13.0,93.0,0.0,90.0,3.62,2022-09-27 06:00:00
2022092707,13.1,93.0,0.0,89.0,3.42,2022-09-27 07:00:00
2022092708,13.3,91.0,0.0,90.0,3.42,2022-09-27 08:00:00
2022092709,14.0,86.0,0.0,90.0,3.64,2022-09-27 09:00:00
2022092710,14.9,80.0,0.0,82.0,3.61,2022-09-27 10:00:00
2022092711,16.2,74.0,0.0,84.0,3.42,2022-09-27 11:00:00
2022092712,17.0,68.0,0.0,26.0,3.37,2022-09-27 12:00:00
2022092713,18.6,61.0,0.0,5.0,3.96,2022-09-27 13:00:00
2022092714,19.6,57.0,0.0,10.0,4.77,2022-09-27 14:00:00
2022092715,19.6,58.0,0.0,18.0,4.87,2022-09-27 15:00:00
2022092716,19.3,59.0,0.0,16.0,5.22,2022-09-27 16:00:00
2022092717,18.3,64.0,0.0,11.0,5.15,2022-09-27 17:00:00
2022092718,17.1,70.0,0.0,5.0,4.78,2022-09-27 18:00:00
2022092719,15.8,78.0,0.0,1.0,4.49,2022-09-27 19:00:00
2022092720,15.0,83.0,0.0,1.0,4.44,2022-09-27 20:00:00
2022092721,14.6,86.0,0.0,2.0,4.44,2022-09-27 21:00:00
2022092722,14.4,88.0,0.0,2.0,4.61,2022-09-27 22:00:00
2022092723,14.2,90.0,0.0,1.0,4.61,2022-09-27 23:00:00
2022092800,14.4,89.0,0.0,3.0,4.39,2022-09-28 00:00:00
2022092801,14.0,91.0,0.0,8.0,4.29,2022-09-28 01:00:00
2022092802,13.6,92.0,0.0,8.0,4.2,2022-09-28 02:00:00
2022092803,13.1,94.0,0.0,19.0,3.53,2022-09-28 03:00:00
2022092804,12.7,95.0,0.0,15.0,3.2,2022-09-28 04:00:00
2022092805,12.7,95.0,0.0,24.0,3.99,2022-09-28 05:00:00
2022092806,13.0,95.0,0.0,31.0,3.73,2022-09-28 06:00:00
2022092807,13.4,95.0,0.0,36.0,3.77,2022-09-28 07:00:00
2022092808,14.1,93.0,0.0,47.0,4.09,2022-09-28 08:00:00
2022092809,15.6,83.0,0.0,39.0,4.43,2022-09-28 09:00:00
2022092810,17.3,73.0,0.0,16.0,4.09,2022-09-28 10:00:00
2022092811,19.2,64.0,0.0,7.0,4.0,2022-09-28 11:00:00
2022092812,19.9,61.0,0.0,5.0,4.85,2022-09-28 12:00:00
2022092813,21.1,57.0,0.0,6.0,5.59,2022-09-28 13:00:00
2022092814,21.8,57.0,0.0,4.0,5.69,2022-09-28 14:00:00
2022092815,22.1,59.0,0.0,39.0,5.95,2022-09-28 15:00:00
2022092816,22.0,63.0,0.0,58.0,5.91,2022-09-28 16:00:00
2022092817,21.3,68.0,0.0,70.0,6.07,2022-09-28 17:00:00
2022092818,20.1,74.0,0.0,52.0,5.91,2022-09-28 18:00:00
2022092819,18.7,82.0,0.0,62.0,5.73,2022-09-28 19:00:00
2022092820,17.9,86.0,0.0,61.0,5.47,2022-09-28 20:00:00
2022092821,17.3,89.0,0.0,53.0,5.39,2022-09-28 21:00:00
2022092822,16.9,91.0,0.0,55.0,5.42,2022-09-28 22:00:00
2022092823,16.6,91.0,0.0,65.0,5.51,2022-09-28 23:00:00
2022092900,15.8,96.0,0.0,70.0,5.71,2022-09-29 00:00:00
2022092901,15.5,95.0,0.0,56.0,5.52,2022-09-29 01:00:00
2022092902,15.3,94.0,0.0,55.0,5.47,2022-09-29 02:00:00
2022092903,15.0,93.0,0.0,57.0,4.36,2022-09-29 03:00:00
2022092904,14.8,92.0,0.0,42.0,3.83,2022-09-29 04:00:00
2022092905,14.5,93.0,0.0,22.0,3.28,2022-09-29 05:00:00
2022092906,14.1,94.0,0.0,14.0,2.83,2022-09-29 06:00:00
2022092907,13.7,95.0,0.0,10.0,2.62,2022-09-29 07:00:00
2022092908,14.2,94.0,0.0,4.0,2.44,2022-09-29 08:00:00
2022092909,15.7,84.0,0.0,3.0,1.66,2022-09-29 09:00:00
2022092910,17.0,76.0,0.0,2.0,1.14,2022-09-29 10:00:00
2022092911,19.0,67.0,0.0,2.0,1.26,2022-09-29 11:00:00
2022092912,21.6,62.0,0.0,0.0,2.12,2022-09-29 12:00:00
2022092913,23.3,55.0,0.0,0.0,3.32,2022-09-29 13:00:00
2022092914,24.4,51.0,0.0,1.0,4.26,2022-09-29 14:00:00
2022092915,24.7,50.0,0.0,0.0,5.24,2022-09-29 15:00:00
2022092916,24.4,51.0,0.0,0.0,5.1,2022-09-29 16:00:00
2022092917,23.5,53.0,0.0,0.0,4.97,2022-09-29 17:00:00
2022092918,22.2,58.0,0.0,0.0,4.79,2022-09-29 18:00:00
2022092919,20.4,65.0,0.0,0.0,4.53,2022-09-29 19:00:00
2022092920,19.3,70.0,0.0,0.0,4.08,2022-09-29 20:00:00
2022092921,18.5,75.0,0.0,0.0,3.58,2022-09-29 21:00:00
2022092922,17.8,79.0,0.0,0.0,3.0,2022-09-29 22:00:00
2022092923,16.9,85.0,0.0,1.0,2.39,2022-09-29 23:00:00
2022093000,16.3,86.0,0.0,0.0,2.33,2022-09-30 00:00:00
2022093001,15.5,90.0,0.0,0.0,2.21,2022-09-30 01:00:00
2022093002,14.8,94.0,0.0,1.0,2.02,2022-09-30 02:00:00
2022093003,14.3,96.0,0.0,1.0,0.89,2022-09-30 03:00:00
2022093004,14.1,97.0,0.0,0.0,0.3,2022-09-30 04:00:00
2022093005,13.9,99.0,0.0,0.0,0.67,2022-09-30 05:00:00
2022093006,13.8,99.0,0.0,0.0,1.0,2022-09-30 06:00:00
2022093007,13.9,99.0,0.0,0.0,1.2,2022-09-30 07:00:00
2022093008,14.6,97.0,0.0,3.0,0.7,2022-09-30 08:00:00
2022093009,16.3,91.0,0.0,1.0,0.51,2022-09-30 09:00:00
2022093010,19.1,75.0,0.0,0.0,0.5,2022-09-30 10:00:00
2022093011,22.1,59.0,0.0,0.0,0.99,2022-09-30 11:00:00
2022093012,23.7,48.0,0.0,0.0,1.53,2022-09-30 12:00:00
2022093013,25.1,42.0,0.0,0.0,2.34,2022-09-30 13:00:00
2022093014,26.0,39.0,0.0,8.0,3.08,2022-09-30 14:00:00
2022093015,26.2,38.0,0.0,10.0,3.95,2022-09-30 15:00:00
2022093016,25.3,43.0,0.0,9.0,4.18,2022-09-30 16:00:00
2022093017,23.1,52.0,0.0,7.0,4.18,2022-09-30 17:00:00
2022093018,20.4,62.0,0.0,7.0,3.77,2022-09-30 18:00:00
2022093019,18.3,72.0,0.0,10.0,3.32,2022-09-30 19:00:00
2022093020,17.0,78.0,0.0,16.0,2.94,2022-09-30 20:00:00
2022093021,16.1,83.0,0.0,21.0,2.77,2022-09-30 21:00:00
2022093022,15.5,87.0,0.0,25.0,2.62,2022-09-30 22:00:00
2022093023,15.1,91.0,0.0,32.0,2.4,2022-09-30 23:00:00
2022100100,15.1,90.0,0.0,35.0,2.16,2022-10-01 00:00:00
2022100101,14.6,93.0,0.0,64.0,1.88,2022-10-01 01:00:00
2022100102,14.2,96.0,0.0,63.0,1.86,2022-10-01 02:00:00
2022100103,14.0,97.0,0.0,90.0,2.62,2022-10-01 03:00:00
2022100104,13.7,98.0,0.0,90.0,2.64,2022-10-01 04:00:00
2022100105,13.6,98.0,0.0,90.0,2.42,2022-10-01 05:00:00
2022100106,13.5,99.0,0.0,90.0,2.06,2022-10-01 06:00:00
2022100107,13.3,99.0,0.0,90.0,1.91,2022-10-01 07:00:00
2022100108,13.4,98.0,0.0,90.0,1.77,2022-10-01 08:00:00
2022100109,14.1,94.0,0.0,90.0,1.7,2022-10-01 09:00:00
2022100110,15.5,85.0,0.0,90.0,1.91,2022-10-01 10:00:00
2022100111,17.2,76.0,0.0,72.0,2.13,2022-10-01 11:00:00
2022100112,17.2,71.0,0.0,56.0,2.77,2022-10-01 12:00:00
2022100113,18.2,67.0,0.0,47.0,3.18,2022-10-01 13:00:00
2022100114,18.7,65.0,0.0,50.0,3.75,2022-10-01 14:00:00
2022100115,18.7,65.0,0.0,56.0,3.23,2022-10-01 15:00:00
2022100116,18.4,66.0,0.0,54.0,3.73,2022-10-01 16:00:00
2022100117,17.4,71.0,0.0,53.0,4.02,2022-10-01 17:00:00
2022100118,16.4,76.0,0.0,58.0,3.83,2022-10-01 18:00:00
2022100119,15.4,81.0,0.0,66.0,3.24,2022-10-01 19:00:00
2022100120,15.0,84.0,0.0,81.0,2.41,2022-10-01 20:00:00
2022100121,14.7,85.0,0.0,78.0,1.91,2022-10-01 21:00:00
2022100122,14.8,84.0,0.0,63.0,1.77,2022-10-01 22:00:00
2022100123,14.7,84.0,0.0,65.0,1.75,2022-10-01 23:00:00
2022100200,14.4,85.0,0.0,68.0,1.57,2022-10-02 00:00:00
2022100201,14.3,85.0,0.0,63.0,1.36,2022-10-02 01:00:00
2022100202,14.3,85.0,0.0,68.0,1.41,2022-10-02 02:00:00
2022100203,14.2,86.0,0.0,62.0,1.08,2022-10-02 03:00:00
2022100204,14.3,85.0,0.0,54.0,1.49,2022-10-02 04:00:00
2022100205,14.3,85.0,0.0,46.0,1.5,2022-10-02 05:00:00
2022100206,14.3,84.0,0.0,26.0,1.13,2022-10-02 06:00:00
2022100207,14.3,84.0,0.0,27.0,1.2,2022-10-02 07:00:00
2022100208,14.6,82.0,0.0,31.0,1.12,2022-10-02 08:00:00
2022100209,15.1,79.0,0.0,24.0,1.26,2022-10-02 09:00:00
2022100210,16.1,74.0,0.0,30.0,1.75,2022-10-02 10:00:00
2022100211,17.3,69.0,0.0,24.0,2.12,2022-10-02 11:00:00
2022100212,19.2,63.0,0.0,22.0,2.68,2022-10-02 12:00:00
2022100213,20.0,60.0,0.0,6.0,3.06,2022-10-02 13:00:00
2022100214,20.6,58.0,0.0,6.0,3.4,2022-10-02 14:00:00
2022100215,20.7,57.0,0.0,5.0,3.75,2022-10-02 15:00:00
2022100216,20.2,57.0,0.0,1.0,3.81,2022-10-02 16:00:00
2022100217,19.3,60.0,0.0,1.0,3.8,2022-10-02 17:00:00
2022100218,18.1,64.0,0.0,1.0,3.81,2022-10-02 18:00:00
2022100219,16.9,70.0,0.0,2.0,3.31,2022-10-02 19:00:00
2022100220,16.1,74.0,0.0,1.0,2.75,2022-10-02 20:00:00
2022100221,15.6,78.0,0.0,1.0,2.47,2022-10-02 21:00:00
2022100222,15.3,81.0,0.0,1.0,2.16,2022-10-02 22:00:00
2022100223,14.8,85.0,0.0,1.0,2.04,2022-10-02 23:00:00
2022100300,14.3,89.0,0.0,2.0,1.94,2022-10-03 00:00:00
2022100301,13.8,92.0,0.0,2.0,1.94,2022-10-03 01:00:00
2022100302,13.3,95.0,0.0,1.0,1.96,2022-10-03 02:00:00
2022100303,12.9,96.0,0.0,4.0,2.1,2022-10-03 03:00:00
2022100304,12.5,96.0,0.0,3.0,1.97,2022-10-03 04:00:00
2022100305,12.3,96.0,0.0,5.0,1.9,2022-10-03 05:00:00
2022100306,12.2,97.0,0.0,32.0,1.94,2022-10-03 06:00:00
2022100307,12.3,97.0,0.0,47.0,1.84,2022-10-03 07:00:00
2022100308,12.6,97.0,0.0,77.0,2.06,2022-10-03 08:00:00
2022100309,15.0,88.0,0.0,86.0,2.44,2022-10-03 09:00:00
2022100310,16.5,79.0,0.0,90.0,2.56,2022-10-03 10:00:00
2022100311,18.0,70.0,0.0,58.0,2.72,2022-10-03 11:00:00
2022100312,19.1,62.0,0.0,32.0,3.06,2022-10-03 12:00:00
2022100313,20.0,59.0,0.0,29.0,3.93,2022-10-03 13:00:00
2022100314,20.5,57.0,0.0,31.0,4.84,2022-10-03 14:00:00
2022100315,20.0,58.0,0.0,55.0,5.44,2022-10-03 15:00:00
2022100316,19.2,62.0,0.0,48.0,5.57,2022-10-03 16:00:00
2022100317,18.4,67.0,0.0,31.0,5.74,2022-10-03 17:00:00
2022100318,17.4,73.0,0.0,25.0,5.42,2022-10-03 18:00:00
2022100319,16.2,81.0,0.0,7.0,4.94,2022-10-03 19:00:00
2022100320,15.6,85.0,0.0,5.0,4.72,2022-10-03 20:00:00
2022100321,15.1,89.0,0.0,5.0,4.31,2022-10-03 21:00:00
2022100322,14.9,90.0,0.0,9.0,4.18,2022-10-03 22:00:00
2022100323,14.6,92.0,0.0,7.0,4.05,2022-10-03 23:00:00
2022100400,14.7,91.0,0.0,16.0,4.05,2022-10-04 00:00:00
2022100401,14.5,92.0,0.0,45.0,4.05,2022-10-04 01:00:00
2022100402,14.3,93.0,0.0,77.0,4.35,2022-10-04 02:00:00
2022100403,14.0,95.0,0.0,83.0,3.86,2022-10-04 03:00:00
2022100404,13.8,96.0,0.0,90.0,4.03,2022-10-04 04:00:00
2022100405,13.7,95.0,0.0,90.0,4.43,2022-10-04 05:00:00
2022100406,13.7,95.0,0.0,87.0,3.98,2022-10-04 06:00:00
2022100407,13.6,95.0,0.0,90.0,3.81,2022-10-04 07:00:00
2022100408,13.8,94.0,0.0,90.0,3.49,2022-10-04 08:00:00
2022100409,14.3,90.0,0.0,90.0,3.22,2022-10-04 09:00:00
2022100410,15.2,84.0,0.0,88.0,3.01,2022-10-04 10:00:00
2022100411,16.3,78.0,0.0,59.0,2.94,2022-10-04 11:00:00
2022100412,17.8,68.0,0.0,43.0,3.42,2022-10-04 12:00:00
2022100413,19.0,64.0,0.0,14.0,4.12,2022-10-04 13:00:00
2022100414,20.0,61.0,0.0,7.0,4.66,2022-10-04 14:00:00
2022100415,20.4,60.0,0.0,32.0,5.03,2022-10-04 15:00:00
2022100416,20.3,61.0,0.0,21.0,5.03,2022-10-04 16:00:00
2022100417,19.8,64.0,0.0,5.0,4.81,2022-10-04 17:00:00
2022100418,18.9,69.0,0.0,3.0,4.4,2022-10-04 18:00:00
2022100419,17.6,75.0,0.0,2.0,4.16,2022-10-04 19:00:00
2022100420,16.7,81.0,0.0,1.0,4.11,2022-10-04 20:00:00
2022100421,16.1,83.0,0.0,1.0,3.89,2022-10-04 21:00:00
2022100422,15.6,86.0,0.0,2.0,3.98,2022-10-04 22:00:00
2022100423,15.1,90.0,0.0,0.0,3.94,2022-10-04 23:00:00
2022100500,14.5,92.0,0.0,1.0,4.12,2022-10-05 00:00:00
2022100501,14.0,94.0,0.0,3.0,4.17,2022-10-05 01:00:00
2022100502,13.5,95.0,0.0,3.0,4.0,2022-10-05 02:00:00
2022100503,12.9,97.0,0.0,23.0,3.14,2022-10-05 03:00:00
2022100504,12.5,97.0,0.0,33.0,2.55,2022-10-05 04:00:00
2022100505,12.3,98.0,0.0,37.0,2.62,2022-10-05 05:00:00
2022100506,12.1,98.0,0.0,36.0,2.88,2022-10-05 06:00:00
2022100507,12.3,98.0,0.0,49.0,2.92,2022-10-05 07:00:00
2022100508,13.4,96.0,0.0,49.0,2.52,2022-10-05 08:00:00
2022100509,14.9,90.0,0.0,35.0,1.72,2022-10-05 09:00:00
2022100510,16.2,83.0,0.0,6.0,1.04,2022-10-05 10:00:00
2022100511,17.9,75.0,0.0,5.0,1.32,2022-10-05 11:00:00
2022100512,19.9,64.0,0.0,5.0,2.02,2022-10-05 12:00:00
2022100513,21.5,58.0,0.0,7.0,2.81,2022-10-05 13:00:00
2022100514,22.6,54.0,0.0,6.0,3.3,2022-10-05 14:00:00
2022100515,23.0,53.0,0.0,10.0,3.37,2022-10-05 15:00:00
2022100516,22.6,55.0,0.0,11.0,3.79,2022-10-05 16:00:00
2022100517,21.4,59.0,0.0,14.0,4.05,2022-10-05 17:00:00
2022100518,19.8,67.0,0.0,21.0,3.83,2022-10-05 18:00:00
2022100519,18.1,76.0,0.0,17.0,3.53,2022-10-05 19:00:00
2022100520,17.0,81.0,0.0,13.0,3.09,2022-10-05 20:00:00
2022100521,16.2,87.0,0.0,11.0,2.69,2022-10-05 21:00:00
2022100522,15.5,91.0,0.0,9.0,2.28,2022-10-05 22:00:00
2022100523,14.9,95.0,0.0,26.0,2.21,2022-10-05 23:00:00
2022100600,15.2,91.0,0.0,28.0,2.6,2022-10-06 00:00:00
2022100601,14.7,95.0,0.0,48.0,2.53,2022-10-06 01:00:00
2022100602,14.4,96.0,0.0,52.0,1.84,2022-10-06 02:00:00
2022100603,14.1,98.0,0.0,100.0,1.32,2022-10-06 03:00:00
2022100604,13.7,99.0,0.0,100.0,1.26,2022-10-06 04:00:00
2022100605,13.6,99.0,0.0,100.0,1.68,2022-10-06 05:00:00
2022100606,13.6,99.0,0.0,100.0,2.11,2022-10-06 06:00:00
2022100607,13.5,99.0,0.0,99.0,1.9,2022-10-06 07:00:00
2022100608,13.4,99.0,0.0,100.0,1.36,2022-10-06 08:00:00
2022100609,13.8,96.0,0.0,100.0,0.42,2022-10-06 09:00:00
2022100610,15.1,88.0,0.0,100.0,0.14,2022-10-06 10:00:00
2022100611,17.2,76.0,0.0,58.0,0.63,2022-10-06 11:00:00
2022100612,19.4,64.0,0.0,33.0,1.5,2022-10-06 12:00:00
2022100613,21.5,57.0,0.0,25.0,2.69,2022-10-06 13:00:00
2022100614,22.3,54.0,0.0,29.0,3.59,2022-10-06 14:00:00
2022100615,21.5,55.0,0.0,23.0,3.92,2022-10-06 15:00:00
2022100616,19.8,61.0,0.0,18.0,3.81,2022-10-06 16:00:00
2022100617,18.1,66.0,0.0,14.0,3.42,2022-10-06 17:00:00
2022100618,16.6,73.0,0.0,18.0,3.2,2022-10-06 18:00:00
2022100619,15.3,79.0,0.0,19.0,2.89,2022-10-06 19:00:00
2022100620,14.7,83.0,0.0,15.0,2.65,2022-10-06 20:00:00
2022100621,14.2,87.0,0.0,15.0,2.62,2022-10-06 21:00:00
2022100622,13.9,89.0,0.0,36.0,2.61,2022-10-06 22:00:00
2022100623,13.6,91.0,0.0,34.0,2.3,2022-10-06 23:00:00
2022100700,14.1,92.0,0.0,32.0,2.06,2022-10-07 00:00:00
2022100701,13.9,94.0,0.0,35.0,2.15,2022-10-07 01:00:00
2022100702,13.8,96.0,0.0,37.0,2.15,2022-10-07 02:00:00
2022100703,13.5,97.0,0.0,90.0,1.33,2022-10-07 03:00:00
2022100704,13.6,97.0,0.0,90.0,1.43,2022-10-07 04:00:00
2022100705,13.6,98.0,0.0,90.0,1.55,2022-10-07 05:00:00
2022100706,13.4,99.0,0.0,90.0,1.58,2022-10-07 06:00:00
2022100707,13.4,99.0,0.0,90.0,1.42,2022-10-07 07:00:00
2022100708,13.4,99.0,0.0,90.0,1.2,2022-10-07 08:00:00
2022100709,14.1,94.0,0.0,90.0,0.92,2022-10-07 09:00:00
2022100710,15.3,86.0,0.0,90.0,0.81,2022-10-07 10:00:00
2022100711,17.3,75.0,0.0,55.0,0.99,2022-10-07 11:00:00
2022100712,18.6,68.0,0.0,39.0,1.57,2022-10-07 12:00:00
2022100713,20.4,61.0,0.0,28.0,2.34,2022-10-07 13:00:00
2022100714,21.6,57.0,0.0,30.0,3.01,2022-10-07 14:00:00
2022100715,21.6,57.0,0.0,32.0,3.44,2022-10-07 15:00:00
2022100716,20.6,59.0,0.0,23.0,3.71,2022-10-07 16:00:00
2022100717,18.9,65.0,0.0,18.0,3.64,2022-10-07 17:00:00
2022100718,17.0,73.0,0.0,15.0,3.37,2022-10-07 18:00:00
2022100719,15.3,82.0,0.0,23.0,3.01,2022-10-07 19:00:00
2022100720,14.4,87.0,0.0,25.0,2.72,2022-10-07 20:00:00
2022100721,14.0,90.0,0.0,46.0,2.51,2022-10-07 21:00:00
2022100722,13.8,92.0,0.0,48.0,2.61,2022-10-07 22:00:00
2022100723,13.6,94.0,0.0,52.0,2.56,2022-10-07 23:00:00
2022100800,13.9,96.0,0.0,72.0,2.48,2022-10-08 00:00:00
2022100801,13.6,98.0,0.0,90.0,2.19,2022-10-08 01:00:00
2022100802,13.4,98.0,0.0,90.0,1.98,2022-10-08 02:00:00
2022100803,13.3,99.0,0.0,90.0,1.61,2022-10-08 03:00:00
2022100804,13.3,98.0,0.0,90.0,1.86,2022-10-08 04:00:00
2022100805,13.3,98.0,0.0,90.0,1.77,2022-10-08 05:00:00
2022100806,13.2,99.0,0.0,90.0,1.5,2022-10-08 06:00:00
2022100807,13.1,99.0,0.0,90.0,1.12,2022-10-08 07:00:00
2022100808,13.1,98.0,0.0,90.0,0.86,2022-10-08 08:00:00
2022100809,13.5,97.0,0.0,90.0,0.78,2022-10-08 09:00:00
2022100810,14.8,90.0,0.0,90.0,0.99,2022-10-08 10:00:00
2022100811,16.6,81.0,0.0,59.0,1.53,2022-10-08 11:00:00
2022100812,17.6,72.0,0.0,49.0,2.33,2022-10-08 12:00:00
2022100813,18.9,66.0,0.0,44.0,2.94,2022-10-08 13:00:00
2022100814,19.4,63.0,0.0,41.0,3.2,2022-10-08 14:00:00
2022100815,19.4,62.0,0.0,47.0,3.42,2022-10-08 15:00:00
2022100816,18.7,64.0,0.0,35.0,3.67,2022-10-08 16:00:00
2022100817,17.6,68.0,0.0,24.0,3.83,2022-10-08 17:00:00
2022100818,15.9,75.0,0.0,22.0,3.79,2022-10-08 18:00:00
2022100819,14.3,84.0,0.0,37.0,3.72,2022-10-08 19:00:00
2022100820,13.3,91.0,0.0,49.0,3.42,2022-10-08 20:00:00
2022100821,12.8,94.0,0.0,49.0,3.32,2022-10-08 21:00:00
2022100822,12.6,96.0,0.0,47.0,3.23,2022-10-08 22:00:00
2022100823,12.4,97.0,0.0,90.0,3.09,2022-10-08 23:00:00
2022100900,12.7,96.0,0.0,90.0,2.91,2022-10-09 00:00:00
2022100901,12.7,96.0,0.0,90.0,2.69,2022-10-09 01:00:00
2022100902,12.8,96.0,0.0,89.0,2.31,2022-10-09 02:00:00
2022100903,12.7,96.0,0.0,90.0,2.6,2022-10-09 03:00:00
2022100904,12.7,96.0,0.0,90.0,2.82,2022-10-09 04:00:00
2022100905,12.7,96.0,0.0,90.0,2.82,2022-10-09 05:00:00
2022100906,12.7,96.0,0.0,90.0,2.57,2022-10-09 06:00:00
2022100907,12.7,97.0,0.0,90.0,2.14,2022-10-09 07:00:00
2022100908,12.8,96.0,0.0,90.0,1.75,2022-10-09 08:00:00
2022100909,13.4,93.0,0.0,90.0,1.55,2022-10-09 09:00:00
2022100910,14.4,87.0,0.0,89.0,1.65,2022-10-09 10:00:00
2022100911,15.7,81.0,0.0,68.0,2.14,2022-10-09 11:00:00
2022100912,16.4,71.0,0.0,48.0,2.63,2022-10-09 12:00:00
2022100913,17.6,67.0,0.0,40.0,3.04,2022-10-09 13:00:00
2022100914,18.2,65.0,0.0,39.0,3.52,2022-10-09 14:00:00
2022100915,18.1,65.0,0.0,50.0,4.1,2022-10-09 15:00:00
2022100916,17.7,66.0,0.0,51.0,4.12,2022-10-09 16:00:00
2022100917,16.8,70.0,0.0,44.0,3.93,2022-10-09 17:00:00
2022100918,15.6,76.0,0.0,41.0,3.67,2022-10-09 18:00:00
2022100919,14.3,83.0,0.0,49.0,3.52,2022-10-09 19:00:00
2022100920,13.6,88.0,0.0,45.0,3.3,2022-10-09 20:00:00
2022100921,13.2,91.0,0.0,46.0,3.04,2022-10-09 21:00:00
2022100922,12.9,94.0,0.0,52.0,2.82,2022-10-09 22:00:00
2022100923,12.6,96.0,0.0,54.0,2.72,2022-10-09 23:00:00
2022101000,12.8,94.0,0.0,74.0,2.62,2022-10-10 00:00:00
2022101001,12.8,94.0,0.0,92.0,2.5,2022-10-10 01:00:00
2022101002,12.8,95.0,0.0,86.0,2.38,2022-10-10 02:00:00
2022101003,12.8,95.0,0.0,100.0,2.35,2022-10-10 03:00:00
2022101004,12.7,96.0,0.0,100.0,2.64,2022-10-10 04:00:00
2022101005,12.7,96.0,0.0,100.0,2.36,2022-10-10 05:00:00
2022101006,12.7,96.0,0.0,100.0,2.4,2022-10-10 06:00:00
