;incidentCategory;neighborhood;datetime;hour;weather
1;Fraud;Inner Sunset;2022-07-01 00:00:00;00;2022070100
2;Fraud;Nob Hill;2022-07-01 00:00:00;00;2022070100
3;Malicious Mischief;Marina;2022-07-01 00:00:00;00;2022070100
4;Motor Vehicle Theft;Mission;2022-07-01 00:01:00;00;2022070100
5;Fraud;Excelsior;2022-07-01 00:01:00;00;2022070100
6;Assault;Tenderloin;2022-07-01 00:05:00;00;2022070100
7;Fraud;Potrero Hill;2022-07-01 00:10:00;00;2022070100
8;Fraud;Mission;2022-07-01 00:10:00;00;2022070100
9;Fraud;Mission;2022-07-01 00:10:00;00;2022070100
10;Burglary;Potrero Hill;2022-07-01 00:26:00;00;2022070100
11;Fraud;Bayview Hunters Point;2022-07-01 00:26:00;00;2022070100
12;Fraud;Tenderloin;2022-07-01 00:34:00;00;2022070100
13;Weapons Offense;Portola;2022-07-01 00:38:00;00;2022070100
14;Fraud;Mission;2022-07-01 01:00:00;01;2022070101
15;Burglary;Tenderloin;2022-07-01 01:05:00;01;2022070101
16;Burglary;Marina;2022-07-01 01:29:00;01;2022070101
17;Traffic Violation;Tenderloin;2022-07-01 01:43:00;01;2022070101
18;Traffic Violation Arrest;Tenderloin;2022-07-01 01:43:00;01;2022070101
19;Disorderly Conduct;Oceanview/Merced/Ingleside;2022-07-01 02:10:00;02;2022070102
20;Burglary;Mission;2022-07-01 04:30:00;04;2022070104
21;Offences Against The Family And Children;Bayview Hunters Point;2022-07-01 04:52:00;04;2022070104
22;Offences Against The Family And Children;Noe Valley;2022-07-01 05:01:00;05;2022070105
23;Offences Against The Family And Children;Noe Valley;2022-07-01 05:01:00;05;2022070105
24;Burglary;Bayview Hunters Point;2022-07-01 05:34:00;05;2022070105
25;Fraud;Sunset/Parkside;2022-07-01 05:37:00;05;2022070105
26;Burglary;Outer Richmond;2022-07-01 05:45:00;05;2022070105
27;Burglary;South of Market;2022-07-01 05:50:00;05;2022070105
28;Malicious Mischief;Lone Mountain/USF;2022-07-01 06:00:00;06;2022070106
29;Trespassing;Lone Mountain/USF;2022-07-01 06:00:00;06;2022070106
30;Weapons Carrying Etc;Western Addition;2022-07-01 06:10:00;06;2022070106
31;Offences Against The Family And Children;Oceanview/Merced/Ingleside;2022-07-01 06:40:00;06;2022070106
32;Motor Vehicle Theft;Nob Hill;2022-07-01 06:49:00;06;2022070106
33;Larceny Theft;Russian Hill;2022-07-01 07:00:00;07;2022070107
34;Larceny Theft;Mission Bay;2022-07-01 07:00:00;07;2022070107
35;Malicious Mischief;Bayview Hunters Point;2022-07-01 07:00:00;07;2022070107
36;Trespassing;Bayview Hunters Point;2022-07-01 07:00:00;07;2022070107
37;Assault;Financial District/South Beach;2022-07-01 07:30:00;07;2022070107
38;Disorderly Conduct;Financial District/South Beach;2022-07-01 07:30:00;07;2022070107
39;Weapons Carrying Etc;Financial District/South Beach;2022-07-01 07:30:00;07;2022070107
40;Larceny Theft;Hayes Valley;2022-07-01 07:45:00;07;2022070107
41;Assault;Tenderloin;2022-07-01 08:04:00;08;2022070108
42;Burglary;Tenderloin;2022-07-01 08:30:00;08;2022070108
43;Larceny Theft;Presidio Heights;2022-07-01 08:45:00;08;2022070108
44;Motor Vehicle Theft;Glen Park;2022-07-01 08:45:00;08;2022070108
45;Larceny Theft;Russian Hill;2022-07-01 09:30:00;09;2022070109
46;Drug Offense;Tenderloin;2022-07-01 09:56:00;09;2022070109
47;Assault;Tenderloin;2022-07-01 09:56:00;09;2022070109
48;Assault;North Beach;2022-07-01 10:00:00;10;2022070110
49;Traffic Violation Arrest;Golden Gate Park;2022-07-01 10:10:00;10;2022070110
50;Homicide;Golden Gate Park;2022-07-01 10:10:00;10;2022070110
51;Fraud;Tenderloin;2022-07-01 10:34:00;10;2022070110
52;Larceny Theft;Western Addition;2022-07-01 10:50:00;10;2022070110
53;Assault;Treasure Island;2022-07-01 10:50:00;10;2022070110
54;Motor Vehicle Theft;North Beach;2022-07-01 10:58:00;10;2022070110
55;Larceny Theft;Marina;2022-07-01 11:00:00;11;2022070111
56;Larceny Theft;North Beach;2022-07-01 11:00:00;11;2022070111
57;Assault;Oceanview/Merced/Ingleside;2022-07-01 11:00:00;11;2022070111
58;Larceny Theft;Japantown;2022-07-01 11:20:00;11;2022070111
59;Offences Against The Family And Children;Portola;2022-07-01 11:30:00;11;2022070111
60;Malicious Mischief;Portola;2022-07-01 11:30:00;11;2022070111
61;Larceny Theft;Mission;2022-07-01 11:45:00;11;2022070111
62;Larceny Theft;North Beach;2022-07-01 11:45:00;11;2022070111
63;Larceny Theft;Nob Hill;2022-07-01 11:50:00;11;2022070111
64;Trespassing;Haight Ashbury;2022-07-01 12:00:00;12;2022070112
65;Larceny Theft;Seacliff;2022-07-01 12:00:00;12;2022070112
66;Larceny Theft;Inner Sunset;2022-07-01 12:00:00;12;2022070112
67;Larceny Theft;Inner Sunset;2022-07-01 12:00:00;12;2022070112
68;Malicious Mischief;Bayview Hunters Point;2022-07-01 12:19:00;12;2022070112
69;Assault;Bayview Hunters Point;2022-07-01 12:19:00;12;2022070112
70;Malicious Mischief;West of Twin Peaks;2022-07-01 13:00:00;13;2022070113
71;Malicious Mischief;West of Twin Peaks;2022-07-01 13:00:00;13;2022070113
72;Drug Offense;South of Market;2022-07-01 13:01:00;13;2022070113
73;Drug Offense;South of Market;2022-07-01 13:01:00;13;2022070113
74;Drug Offense;South of Market;2022-07-01 13:01:00;13;2022070113
75;Assault;Excelsior;2022-07-01 13:16:00;13;2022070113
76;Motor Vehicle Theft;Hayes Valley;2022-07-01 13:30:00;13;2022070113
77;Trespassing;Financial District/South Beach;2022-07-01 13:40:00;13;2022070113
78;Malicious Mischief;Outer Richmond;2022-07-01 13:55:00;13;2022070113
79;Resisting, Delaying, or Obstructing  Peace Officer Duties;Outer Richmond;2022-07-01 14:00:00;14;2022070114
80;Malicious Mischief;Outer Richmond;2022-07-01 14:00:00;14;2022070114
81;Larceny Theft;Financial District/South Beach;2022-07-01 14:00:00;14;2022070114
82;Trespassing;Pacific Heights;2022-07-01 14:05:00;14;2022070114
83;Larceny Theft;Lakeshore;2022-07-01 14:10:00;14;2022070114
84;Larceny Theft;Marina;2022-07-01 14:20:00;14;2022070114
85;Drug Offense;Tenderloin;2022-07-01 14:20:00;14;2022070114
86;Larceny Theft;Japantown;2022-07-01 14:30:00;14;2022070114
87;Traffic Violation;Bayview Hunters Point;2022-07-01 14:35:00;14;2022070114
88;Larceny Theft;Lincoln Park;2022-07-01 14:35:00;14;2022070114
89;Motor Vehicle Theft;Mission Bay;2022-07-01 14:45:00;14;2022070114
90;Larceny Theft;North Beach;2022-07-01 15:00:00;15;2022070115
91;Larceny Theft;Financial District/South Beach;2022-07-01 15:00:00;15;2022070115
92;Drug Offense;South of Market;2022-07-01 15:15:00;15;2022070115
93;Drug Offense;South of Market;2022-07-01 15:15:00;15;2022070115
94;Malicious Mischief;Sunset/Parkside;2022-07-01 15:15:00;15;2022070115
95;Malicious Mischief;Chinatown;2022-07-01 15:15:00;15;2022070115
96;Drug Offense;South of Market;2022-07-01 15:15:00;15;2022070115
97;Malicious Mischief;South of Market;2022-07-01 15:28:00;15;2022070115
98;Drug Offense;Tenderloin;2022-07-01 15:40:00;15;2022070115
99;Drug Offense;Tenderloin;2022-07-01 15:40:00;15;2022070115
100;Drug Offense;Tenderloin;2022-07-01 15:40:00;15;2022070115
101;Larceny Theft;Outer Richmond;2022-07-01 16:00:00;16;2022070116
102;Fraud;Oceanview/Merced/Ingleside;2022-07-01 16:00:00;16;2022070116
103;Assault;Mission;2022-07-01 16:14:00;16;2022070116
104;Malicious Mischief;Mission;2022-07-01 16:14:00;16;2022070116
105;Larceny Theft;Financial District/South Beach;2022-07-01 16:15:00;16;2022070116
106;Larceny Theft;Golden Gate Park;2022-07-01 16:22:00;16;2022070116
107;Larceny Theft;Marina;2022-07-01 16:30:00;16;2022070116
108;Burglary;Tenderloin;2022-07-01 16:32:00;16;2022070116
109;Possession Of Burglary Tools;Tenderloin;2022-07-01 16:32:00;16;2022070116
110;Burglary;Pacific Heights;2022-07-01 17:00:00;17;2022070117
111;Larceny Theft;Russian Hill;2022-07-01 17:00:00;17;2022070117
112;Robbery;Excelsior;2022-07-01 17:20:00;17;2022070117
113;Evading a Police;South of Market;2022-07-01 17:34:00;17;2022070117
114;Evading a Police;South of Market;2022-07-01 17:34:00;17;2022070117
115;Robbery;Castro/Upper Market;2022-07-01 17:37:00;17;2022070117
116;Assault;Excelsior;2022-07-01 17:40:00;17;2022070117
117;Robbery;Outer Mission;2022-07-01 17:40:00;17;2022070117
118;Assault;Excelsior;2022-07-01 17:40:00;17;2022070117
119;Robbery;Excelsior;2022-07-01 17:40:00;17;2022070117
120;Larceny Theft;Inner Richmond;2022-07-01 18:00:00;18;2022070118
121;Vandalism;Bernal Heights;2022-07-01 18:00:00;18;2022070118
122;Larceny Theft;Tenderloin;2022-07-01 18:00:00;18;2022070118
123;Burglary;Inner Sunset;2022-07-01 18:00:00;18;2022070118
124;Larceny Theft;Western Addition;2022-07-01 18:00:00;18;2022070118
125;Larceny Theft;Tenderloin;2022-07-01 18:00:00;18;2022070118
126;Assault;Potrero Hill;2022-07-01 18:18:00;18;2022070118
127;Assault;Tenderloin;2022-07-01 18:20:00;18;2022070118
128;Robbery;Tenderloin;2022-07-01 18:20:00;18;2022070118
129;Robbery;Financial District/South Beach;2022-07-01 18:30:00;18;2022070118
130;Malicious Mischief;Inner Richmond;2022-07-01 18:30:00;18;2022070118
131;Larceny Theft;Inner Richmond;2022-07-01 18:30:00;18;2022070118
132;Weapons Offense;South of Market;2022-07-01 18:49:00;18;2022070118
133;Disorderly Conduct;South of Market;2022-07-01 18:49:00;18;2022070118
134;Assault;South of Market;2022-07-01 18:49:00;18;2022070118
135;Malicious Mischief;North Beach;2022-07-01 18:55:00;18;2022070118
136;Assault;North Beach;2022-07-01 18:55:00;18;2022070118
137;Larceny Theft;Japantown;2022-07-01 19:00:00;19;2022070119
138;Assault;Tenderloin;2022-07-01 19:10:00;19;2022070119
139;Larceny Theft;North Beach;2022-07-01 19:28:00;19;2022070119
140;Burglary;Noe Valley;2022-07-01 19:30:00;19;2022070119
141;Larceny Theft;Lakeshore;2022-07-01 19:30:00;19;2022070119
142;Larceny Theft;North Beach;2022-07-01 19:57:00;19;2022070119
143;Larceny Theft;North Beach;2022-07-01 19:58:00;19;2022070119
144;Malicious Mischief;North Beach;2022-07-01 19:58:00;19;2022070119
145;Larceny Theft;Russian Hill;2022-07-01 20:00:00;20;2022070120
146;Larceny Theft;Bernal Heights;2022-07-01 20:00:00;20;2022070120
147;Burglary;Russian Hill;2022-07-01 20:00:00;20;2022070120
148;Fraud;Russian Hill;2022-07-01 20:00:00;20;2022070120
149;Larceny Theft;North Beach;2022-07-01 20:00:00;20;2022070120
150;Disorderly Conduct;Tenderloin;2022-07-01 20:25:00;20;2022070120
151;Assault;South of Market;2022-07-01 20:27:00;20;2022070120
152;Drug Offense;South of Market;2022-07-01 20:27:00;20;2022070120
153;Larceny Theft;Russian Hill;2022-07-01 20:29:00;20;2022070120
154;Motor Vehicle Theft;Lone Mountain/USF;2022-07-01 20:30:00;20;2022070120
155;Motor Vehicle Theft;Glen Park;2022-07-01 20:45:00;20;2022070120
156;Fraud;Mission;2022-07-01 21:00:00;21;2022070121
157;Malicious Mischief;Pacific Heights;2022-07-01 21:00:00;21;2022070121
158;Larceny Theft;Noe Valley;2022-07-01 21:00:00;21;2022070121
159;Larceny Theft;Financial District/South Beach;2022-07-01 21:15:00;21;2022070121
160;Robbery;Bayview Hunters Point;2022-07-01 21:30:00;21;2022070121
161;Traffic Violation Arrest;Outer Richmond;2022-07-01 21:33:00;21;2022070121
162;Traffic Violation;Outer Richmond;2022-07-01 21:33:00;21;2022070121
163;Drug Offense;South of Market;2022-07-01 21:41:00;21;2022070121
164;Larceny Theft;Nob Hill;2022-07-01 21:45:00;21;2022070121
165;Resisting, Delaying, or Obstructing  Peace Officer Duties;Nob Hill;2022-07-01 22:00:00;22;2022070122
166;Assault;Mission;2022-07-01 22:51:00;22;2022070122
167;Resisting, Delaying, or Obstructing  Peace Officer Duties;Outer Mission;2022-07-01 23:10:00;23;2022070123
168;Defrauding;Outer Mission;2022-07-01 23:10:00;23;2022070123
169;Disorderly Conduct;Outer Mission;2022-07-01 23:10:00;23;2022070123
170;Weapons Offense;Financial District/South Beach;2022-07-01 23:32:00;23;2022070123
171;Trespassing;Financial District/South Beach;2022-07-01 23:45:00;23;2022070123
172;Motor Vehicle Theft;Visitacion Valley;2022-07-01 23:57:00;23;2022070123
173;Larceny Theft;Sunset/Parkside;2022-07-02 00:00:00;00;2022070200
174;Bomb Threat or False Report of Bomb;Tenderloin;2022-07-02 00:00:00;00;2022070200
175;Motor Vehicle Theft;Mission;2022-07-02 00:06:00;00;2022070200
176;Larceny Theft;Bayview Hunters Point;2022-07-02 01:00:00;01;2022070201
177;Burglary;Haight Ashbury;2022-07-02 01:00:00;01;2022070201
178;Larceny Theft;Chinatown;2022-07-02 01:10:00;01;2022070201
179;Malicious Mischief;Marina;2022-07-02 01:14:00;01;2022070201
180;Burglary;Marina;2022-07-02 01:14:00;01;2022070201
181;Assault;Castro/Upper Market;2022-07-02 01:15:00;01;2022070201
182;Malicious Mischief;Castro/Upper Market;2022-07-02 01:15:00;01;2022070201
183;Assault;Haight Ashbury;2022-07-02 01:29:00;01;2022070201
184;Larceny Theft;Marina;2022-07-02 01:30:00;01;2022070201
185;Fraud;Oceanview/Merced/Ingleside;2022-07-02 01:53:00;01;2022070201
186;Fraud;Sunset/Parkside;2022-07-02 02:00:00;02;2022070202
187;Motor Vehicle Theft;South of Market;2022-07-02 02:00:00;02;2022070202
188;Assault;Tenderloin;2022-07-02 02:00:00;02;2022070202
189;Weapons Offense;Mission;2022-07-02 02:15:00;02;2022070202
190;Disorderly Conduct;Mission;2022-07-02 02:15:00;02;2022070202
191;Trespassing;Mission;2022-07-02 02:15:00;02;2022070202
192;Malicious Mischief;Inner Sunset;2022-07-02 02:27:00;02;2022070202
193;Offences Against The Family And Children;Bernal Heights;2022-07-02 02:30:00;02;2022070202
194;Disorderly Conduct;Sunset/Parkside;2022-07-02 02:50:00;02;2022070202
195;Assault;Sunset/Parkside;2022-07-02 02:51:00;02;2022070202
196;Larceny Theft;Marina;2022-07-02 03:24:00;03;2022070203
197;Burglary;Potrero Hill;2022-07-02 03:55:00;03;2022070203
198;Burglary;Potrero Hill;2022-07-02 03:55:00;03;2022070203
199;Burglary;Mission;2022-07-02 04:09:00;04;2022070204
200;Larceny Theft;West of Twin Peaks;2022-07-02 04:25:00;04;2022070204
201;Malicious Mischief;West of Twin Peaks;2022-07-02 04:25:00;04;2022070204
202;Burglary;Lakeshore;2022-07-02 05:12:00;05;2022070205
203;Malicious Mischief;Lakeshore;2022-07-02 05:12:00;05;2022070205
204;Larceny Theft;Bernal Heights;2022-07-02 05:34:00;05;2022070205
205;Vandalism;Bernal Heights;2022-07-02 05:50:00;05;2022070205
206;Malicious Mischief;Bernal Heights;2022-07-02 05:50:00;05;2022070205
207;Motor Vehicle Theft;Castro/Upper Market;2022-07-02 07:00:00;07;2022070207
208;Assault;Tenderloin;2022-07-02 07:30:00;07;2022070207
209;Robbery;Tenderloin;2022-07-02 07:30:00;07;2022070207
210;Motor Vehicle Theft;Haight Ashbury;2022-07-02 07:42:00;07;2022070207
211;Larceny Theft;Chinatown;2022-07-02 08:00:00;08;2022070208
212;Trespassing;West of Twin Peaks;2022-07-02 08:10:00;08;2022070208
213;Trespassing;West of Twin Peaks;2022-07-02 08:10:00;08;2022070208
214;Resisting, Delaying, or Obstructing  Peace Officer Duties;West of Twin Peaks;2022-07-02 08:10:00;08;2022070208
215;Resisting, Delaying, or Obstructing  Peace Officer Duties;West of Twin Peaks;2022-07-02 08:10:00;08;2022070208
216;Larceny Theft;Marina;2022-07-02 08:20:00;08;2022070208
217;Assault;Tenderloin;2022-07-02 08:23:00;08;2022070208
218;Malicious Mischief;Financial District/South Beach;2022-07-02 08:23:00;08;2022070208
219;Offences Against The Family And Children;Tenderloin;2022-07-02 08:23:00;08;2022070208
220;Larceny Theft;Bayview Hunters Point;2022-07-02 08:40:00;08;2022070208
221;Motor Vehicle Theft;Castro/Upper Market;2022-07-02 08:53:00;08;2022070208
222;Drug Offense;Tenderloin;2022-07-02 09:08:00;09;2022070209
223;Drug Offense;Tenderloin;2022-07-02 09:08:00;09;2022070209
224;Drug Offense;Tenderloin;2022-07-02 09:08:00;09;2022070209
225;Offences Against The Family And Children;Financial District/South Beach;2022-07-02 09:15:00;09;2022070209
226;Larceny Theft;Inner Richmond;2022-07-02 09:20:00;09;2022070209
227;Trespassing;Castro/Upper Market;2022-07-02 09:30:00;09;2022070209
228;Larceny Theft;Nob Hill;2022-07-02 09:30:00;09;2022070209
229;Larceny Theft;Pacific Heights;2022-07-02 10:30:00;10;2022070210
230;Larceny Theft;Noe Valley;2022-07-02 10:30:00;10;2022070210
231;Assault;Tenderloin;2022-07-02 10:59:00;10;2022070210
232;Weapons Offense;Tenderloin;2022-07-02 10:59:00;10;2022070210
233;Larceny Theft;Mission;2022-07-02 11:00:00;11;2022070211
234;Robbery;Financial District/South Beach;2022-07-02 11:21:00;11;2022070211
235;Larceny Theft;North Beach;2022-07-02 11:30:00;11;2022070211
236;Larceny Theft;Inner Sunset;2022-07-02 11:30:00;11;2022070211
237;Assault;Bayview Hunters Point;2022-07-02 11:30:00;11;2022070211
238;Malicious Mischief;Mission;2022-07-02 11:35:00;11;2022070211
239;Larceny Theft;Financial District/South Beach;2022-07-02 11:40:00;11;2022070211
240;Larceny Theft;Financial District/South Beach;2022-07-02 12:15:00;12;2022070212
241;Larceny Theft;Haight Ashbury;2022-07-02 12:30:00;12;2022070212
242;Drug Offense;Marina;2022-07-02 12:30:00;12;2022070212
243;Larceny Theft;Haight Ashbury;2022-07-02 12:30:00;12;2022070212
244;Larceny Theft;Castro/Upper Market;2022-07-02 12:30:00;12;2022070212
245;Disorderly Conduct;Marina;2022-07-02 12:30:00;12;2022070212
246;Weapons Offense;Marina;2022-07-02 12:30:00;12;2022070212
247;Traffic Violation;Mission Bay;2022-07-02 12:50:00;12;2022070212
248;Drug Offense;West of Twin Peaks;2022-07-02 12:55:00;12;2022070212
249;Offences Against The Family And Children;West of Twin Peaks;2022-07-02 12:55:00;12;2022070212
250;Malicious Mischief;West of Twin Peaks;2022-07-02 12:55:00;12;2022070212
251;Offences Against The Family And Children;West of Twin Peaks;2022-07-02 12:55:00;12;2022070212
252;Larceny Theft;West of Twin Peaks;2022-07-02 13:00:00;13;2022070213
253;Fraud;Financial District/South Beach;2022-07-02 13:00:00;13;2022070213
254;Fraud;Financial District/South Beach;2022-07-02 13:00:00;13;2022070213
255;Larceny Theft;Russian Hill;2022-07-02 13:00:00;13;2022070213
256;Larceny Theft;Outer Richmond;2022-07-02 13:00:00;13;2022070213
257;Burglary;Financial District/South Beach;2022-07-02 13:00:00;13;2022070213
258;Larceny Theft;Hayes Valley;2022-07-02 13:00:00;13;2022070213
259;Disorderly Conduct;Western Addition;2022-07-02 13:10:00;13;2022070213
260;Assault;Bayview Hunters Point;2022-07-02 13:11:00;13;2022070213
261;Assault;Bayview Hunters Point;2022-07-02 13:11:00;13;2022070213
262;Assault;Bayview Hunters Point;2022-07-02 13:11:00;13;2022070213
263;Assault;Tenderloin;2022-07-02 13:17:00;13;2022070213
264;Assault;Tenderloin;2022-07-02 13:17:00;13;2022070213
265;Evading a Police;Tenderloin;2022-07-02 13:18:00;13;2022070213
266;Assault;Tenderloin;2022-07-02 13:18:00;13;2022070213
267;Motor Vehicle Theft;Mission;2022-07-02 13:21:00;13;2022070213
268;Drug Offense;Mission;2022-07-02 13:21:00;13;2022070213
269;Motor Vehicle Theft;Mission;2022-07-02 13:21:00;13;2022070213
270;Motor Vehicle Theft;North Beach;2022-07-02 13:27:00;13;2022070213
271;Drug Offense;South of Market;2022-07-02 13:30:00;13;2022070213
272;Resisting, Delaying, or Obstructing  Peace Officer Duties;South of Market;2022-07-02 13:30:00;13;2022070213
273;Traffic Violation Arrest;South of Market;2022-07-02 13:30:00;13;2022070213
274;Motor Vehicle Theft;Financial District/South Beach;2022-07-02 13:31:00;13;2022070213
275;Malicious Mischief;South of Market;2022-07-02 13:35:00;13;2022070213
276;Larceny Theft;Golden Gate Park;2022-07-02 13:45:00;13;2022070213
277;Larceny Theft;Mission;2022-07-02 13:45:00;13;2022070213
278;Malicious Mischief;Oceanview/Merced/Ingleside;2022-07-02 14:00:00;14;2022070214
279;Burglary;Presidio Heights;2022-07-02 14:00:00;14;2022070214
280;Vandalism;Potrero Hill;2022-07-02 14:00:00;14;2022070214
281;Larceny Theft;Tenderloin;2022-07-02 14:00:00;14;2022070214
282;Larceny Theft;Financial District/South Beach;2022-07-02 14:30:00;14;2022070214
283;Larceny Theft;Chinatown;2022-07-02 14:30:00;14;2022070214
284;Larceny Theft;Portola;2022-07-02 14:30:00;14;2022070214
285;Motor Vehicle Theft;West of Twin Peaks;2022-07-02 15:00:00;15;2022070215
286;Fraud;Tenderloin;2022-07-02 15:00:00;15;2022070215
287;Larceny Theft;Haight Ashbury;2022-07-02 15:00:00;15;2022070215
288;Larceny Theft;Inner Sunset;2022-07-02 15:00:00;15;2022070215
289;Motor Vehicle Theft;Lone Mountain/USF;2022-07-02 15:00:00;15;2022070215
290;Drug Offense;Tenderloin;2022-07-02 15:09:00;15;2022070215
291;Robbery;Tenderloin;2022-07-02 15:18:00;15;2022070215
292;Larceny Theft;Russian Hill;2022-07-02 15:20:00;15;2022070215
293;Motor Vehicle Theft;Tenderloin;2022-07-02 15:30:00;15;2022070215
294;Larceny Theft;Financial District/South Beach;2022-07-02 15:30:00;15;2022070215
295;Drug Offense;Sunset/Parkside;2022-07-02 15:42:00;15;2022070215
296;Traffic Violation Arrest;Sunset/Parkside;2022-07-02 15:42:00;15;2022070215
297;Motor Vehicle Theft;Tenderloin;2022-07-02 15:49:00;15;2022070215
298;Motor Vehicle Theft;Portola;2022-07-02 16:00:00;16;2022070216
299;Larceny Theft;Marina;2022-07-02 16:00:00;16;2022070216
300;Larceny Theft;North Beach;2022-07-02 16:45:00;16;2022070216
301;Motor Vehicle Theft;South of Market;2022-07-02 16:59:00;16;2022070216
302;Larceny Theft;West of Twin Peaks;2022-07-02 17:00:00;17;2022070217
303;Burglary;Inner Sunset;2022-07-02 17:00:00;17;2022070217
304;Larceny Theft;Noe Valley;2022-07-02 17:00:00;17;2022070217
305;Larceny Theft;North Beach;2022-07-02 17:00:00;17;2022070217
306;Assault;Tenderloin;2022-07-02 17:00:00;17;2022070217
307;Larceny Theft;North Beach;2022-07-02 17:15:00;17;2022070217
308;Larceny Theft;Bernal Heights;2022-07-02 17:34:00;17;2022070217
309;Assault;Bernal Heights;2022-07-02 17:34:00;17;2022070217
310;Larceny Theft;Bernal Heights;2022-07-02 17:40:00;17;2022070217
311;Larceny Theft;Mission;2022-07-02 17:45:00;17;2022070217
312;Evading a Police;Bayview Hunters Point;2022-07-02 17:55:00;17;2022070217
313;Larceny Theft;Sunset/Parkside;2022-07-02 17:55:00;17;2022070217
314;Larceny Theft;Sunset/Parkside;2022-07-02 17:55:00;17;2022070217
315;Larceny Theft;North Beach;2022-07-02 18:00:00;18;2022070218
316;Motor Vehicle Theft;Haight Ashbury;2022-07-02 18:00:00;18;2022070218
317;Malicious Mischief;Outer Richmond;2022-07-02 18:30:00;18;2022070218
318;Larceny Theft;Russian Hill;2022-07-02 18:30:00;18;2022070218
319;Larceny Theft;North Beach;2022-07-02 18:30:00;18;2022070218
320;Malicious Mischief;Mission;2022-07-02 18:45:00;18;2022070218
321;Burglary;Pacific Heights;2022-07-02 18:45:00;18;2022070218
322;Larceny Theft;Castro/Upper Market;2022-07-02 19:00:00;19;2022070219
323;Vandalism;Bernal Heights;2022-07-02 19:00:00;19;2022070219
324;Larceny Theft;Bernal Heights;2022-07-02 19:00:00;19;2022070219
325;Larceny Theft;Marina;2022-07-02 19:00:00;19;2022070219
326;Weapons Carrying Etc;Marina;2022-07-02 19:15:00;19;2022070219
327;Robbery;Marina;2022-07-02 19:15:00;19;2022070219
328;Weapons Carrying Etc;Marina;2022-07-02 19:15:00;19;2022070219
329;Robbery;Marina;2022-07-02 19:15:00;19;2022070219
330;Larceny Theft;Financial District/South Beach;2022-07-02 19:30:00;19;2022070219
331;Threatening;Bayview Hunters Point;2022-07-02 19:55:00;19;2022070219
332;Resisting, Delaying, or Obstructing  Peace Officer Duties;Bayview Hunters Point;2022-07-02 19:55:00;19;2022070219
333;Disorderly Conduct;Bayview Hunters Point;2022-07-02 19:55:00;19;2022070219
334;Drug Offense;Castro/Upper Market;2022-07-02 19:57:00;19;2022070219
335;False Identification;Castro/Upper Market;2022-07-02 19:57:00;19;2022070219
336;Assault;Castro/Upper Market;2022-07-02 19:57:00;19;2022070219
337;Burglary;Bayview Hunters Point;2022-07-02 20:00:00;20;2022070220
338;Malicious Mischief;Nob Hill;2022-07-02 20:00:00;20;2022070220
339;Malicious Mischief;Japantown;2022-07-02 20:15:00;20;2022070220
340;Larceny Theft;Inner Richmond;2022-07-02 20:20:00;20;2022070220
341;Motor Vehicle Theft;South of Market;2022-07-02 20:34:00;20;2022070220
342;Larceny Theft;Financial District/South Beach;2022-07-02 21:00:00;21;2022070221
343;Burglary;Western Addition;2022-07-02 21:44:00;21;2022070221
344;Motor Vehicle Theft;Outer Richmond;2022-07-02 22:00:00;22;2022070222
345;Larceny Theft;Pacific Heights;2022-07-02 22:00:00;22;2022070222
346;Larceny Theft;North Beach;2022-07-02 22:20:00;22;2022070222
347;Burglary;Inner Richmond;2022-07-02 22:45:00;22;2022070222
348;Assault;Bayview Hunters Point;2022-07-02 22:53:00;22;2022070222
349;Larceny Theft;Russian Hill;2022-07-02 23:00:00;23;2022070223
350;Larceny Theft;Bernal Heights;2022-07-02 23:00:00;23;2022070223
351;Malicious Mischief;Financial District/South Beach;2022-07-02 23:26:00;23;2022070223
352;Larceny Theft;Marina;2022-07-02 23:30:00;23;2022070223
353;Fraud;Oceanview/Merced/Ingleside;2022-07-03 00:00:00;00;2022070300
354;Assault;Nob Hill;2022-07-03 00:00:00;00;2022070300
355;Malicious Mischief;Pacific Heights;2022-07-03 00:00:00;00;2022070300
356;Robbery;Nob Hill;2022-07-03 00:00:00;00;2022070300
357;Larceny Theft;Castro/Upper Market;2022-07-03 00:00:00;00;2022070300
358;Assault;Financial District/South Beach;2022-07-03 00:01:00;00;2022070300
359;Fraud;Nob Hill;2022-07-03 00:01:00;00;2022070300
360;Burglary;Lone Mountain/USF;2022-07-03 00:08:00;00;2022070300
361;Burglary;West of Twin Peaks;2022-07-03 00:16:00;00;2022070300
362;Robbery;Portola;2022-07-03 00:42:00;00;2022070300
363;Disorderly Conduct;Portola;2022-07-03 00:42:00;00;2022070300
364;Assault;Marina;2022-07-03 00:50:00;00;2022070300
365;Larceny Theft;Lakeshore;2022-07-03 01:00:00;01;2022070301
366;Evading a Police;Mission;2022-07-03 01:12:00;01;2022070301
367;Traffic Violation Arrest;South of Market;2022-07-03 01:17:00;01;2022070301
368;Traffic Violation;South of Market;2022-07-03 01:17:00;01;2022070301
369;Robbery;Financial District/South Beach;2022-07-03 01:40:00;01;2022070301
370;Assault;Financial District/South Beach;2022-07-03 01:40:00;01;2022070301
371;Larceny Theft;Nob Hill;2022-07-03 02:00:00;02;2022070302
372;Traffic Violation;South of Market;2022-07-03 02:02:00;02;2022070302
373;Traffic Violation;South of Market;2022-07-03 02:02:00;02;2022070302
