;incidentCategory;neighborhood;datetime;hour;weather
8021;Drug Offense;Financial District/South Beach;2022-08-11 20:49:00;20;2022081120
8022;Drug Offense;Financial District/South Beach;2022-08-11 20:49:00;20;2022081120
8023;Drug Offense;Financial District/South Beach;2022-08-11 20:49:00;20;2022081120
8024;Larceny Theft;Inner Richmond;2022-08-11 20:50:00;20;2022081120
8025;Motor Vehicle Theft;North Beach;2022-08-11 21:00:00;21;2022081121
8026;Larceny Theft;Marina;2022-08-11 21:00:00;21;2022081121
8027;Offences Against The Family And Children;South of Market;2022-08-11 21:07:00;21;2022081121
8028;Disorderly Conduct;North Beach;2022-08-11 21:22:00;21;2022081121
8029;Assault;North Beach;2022-08-11 21:22:00;21;2022081121
8030;Burglary;South of Market;2022-08-11 21:36:00;21;2022081121
8031;Assault;Castro/Upper Market;2022-08-11 21:41:00;21;2022081121
8032;Robbery;Castro/Upper Market;2022-08-11 21:41:00;21;2022081121
8033;Assault;Castro/Upper Market;2022-08-11 21:41:00;21;2022081121
8034;Malicious Mischief;Mission;2022-08-11 21:59:00;21;2022081121
8035;Assault;Mission;2022-08-11 21:59:00;21;2022081121
8036;Resisting, Delaying, or Obstructing  Peace Officer Duties;Mission;2022-08-11 21:59:00;21;2022081121
8037;Larceny Theft;Presidio;2022-08-11 22:00:00;22;2022081122
8038;Larceny Theft;North Beach;2022-08-11 22:00:00;22;2022081122
8039;Malicious Mischief;South of Market;2022-08-11 22:02:00;22;2022081122
8040;Offences Against The Family And Children;Tenderloin;2022-08-11 22:20:00;22;2022081122
8041;Assault;Tenderloin;2022-08-11 22:20:00;22;2022081122
8042;Fraud;Mission;2022-08-11 22:30:00;22;2022081122
8043;Larceny Theft;Mission;2022-08-11 22:30:00;22;2022081122
8044;Robbery;Tenderloin;2022-08-11 22:30:00;22;2022081122
8045;Drug Offense;Western Addition;2022-08-11 22:38:00;22;2022081122
8046;Drug Offense;Western Addition;2022-08-11 22:38:00;22;2022081122
8047;Offences Against The Family And Children;Western Addition;2022-08-11 22:38:00;22;2022081122
8048;Robbery;Mission;2022-08-11 22:45:00;22;2022081122
8049;Weapons Offense;Visitacion Valley;2022-08-11 22:52:00;22;2022081122
8050;Larceny Theft;Marina;2022-08-11 23:00:00;23;2022081123
8051;Malicious Mischief;South of Market;2022-08-11 23:00:00;23;2022081123
8052;Assault;South of Market;2022-08-11 23:22:00;23;2022081123
8053;Malicious Mischief;South of Market;2022-08-11 23:22:00;23;2022081123
8054;Larceny Theft;Hayes Valley;2022-08-11 23:30:00;23;2022081123
8055;Robbery;Chinatown;2022-08-11 23:30:00;23;2022081123
8056;Assault;Financial District/South Beach;2022-08-11 23:50:00;23;2022081123
8057;Trespassing;Financial District/South Beach;2022-08-11 23:50:00;23;2022081123
8058;Resisting, Delaying, or Obstructing  Peace Officer Duties;Financial District/South Beach;2022-08-11 23:50:00;23;2022081123
8059;Motor Vehicle Theft;Western Addition;2022-08-12 00:00:00;00;2022081200
8060;Larceny Theft;Sunset/Parkside;2022-08-12 00:00:00;00;2022081200
8061;Larceny Theft;South of Market;2022-08-12 01:00:00;01;2022081201
8062;Larceny Theft;North Beach;2022-08-12 01:15:00;01;2022081201
8063;Burglary;West of Twin Peaks;2022-08-12 01:16:00;01;2022081201
8064;Assault;Visitacion Valley;2022-08-12 01:30:00;01;2022081201
8065;Larceny Theft;Pacific Heights;2022-08-12 02:00:00;02;2022081202
8066;Burglary;Mission;2022-08-12 02:00:00;02;2022081202
8067;Larceny Theft;Oceanview/Merced/Ingleside;2022-08-12 02:00:00;02;2022081202
8068;Vandalism;North Beach;2022-08-12 02:00:00;02;2022081202
8069;Larceny Theft;Pacific Heights;2022-08-12 02:00:00;02;2022081202
8070;Burglary;Pacific Heights;2022-08-12 02:00:00;02;2022081202
8071;Assault;Nob Hill;2022-08-12 02:23:00;02;2022081202
8072;Malicious Mischief;Nob Hill;2022-08-12 02:23:00;02;2022081202
8073;Malicious Mischief;Financial District/South Beach;2022-08-12 02:25:00;02;2022081202
8074;Burglary;West of Twin Peaks;2022-08-12 02:30:00;02;2022081202
8075;Larceny Theft;West of Twin Peaks;2022-08-12 02:53:00;02;2022081202
8076;Motor Vehicle Theft;Outer Mission;2022-08-12 03:00:00;03;2022081203
8077;Malicious Mischief;Inner Richmond;2022-08-12 03:19:00;03;2022081203
8078;Burglary;Mission;2022-08-12 03:33:00;03;2022081203
8079;Assault;South of Market;2022-08-12 03:56:00;03;2022081203
8080;Larceny Theft;Japantown;2022-08-12 04:00:00;04;2022081204
8081;Burglary;Financial District/South Beach;2022-08-12 04:00:00;04;2022081204
8082;Burglary;Tenderloin;2022-08-12 04:00:00;04;2022081204
8083;Burglary;Mission;2022-08-12 04:55:00;04;2022081204
8084;Larceny Theft;Nob Hill;2022-08-12 04:55:00;04;2022081204
8085;Assault;Nob Hill;2022-08-12 04:55:00;04;2022081204
8086;Malicious Mischief;Mission;2022-08-12 04:55:00;04;2022081204
8087;Burglary;Twin Peaks;2022-08-12 05:03:00;05;2022081205
8088;Resisting, Delaying, or Obstructing  Peace Officer Duties;South of Market;2022-08-12 05:06:00;05;2022081205
8089;Assault;Excelsior;2022-08-12 05:25:00;05;2022081205
8090;Malicious Mischief;Western Addition;2022-08-12 05:27:00;05;2022081205
8091;Forgery And Counterfeiting;Western Addition;2022-08-12 05:27:00;05;2022081205
8092;Burglary;Western Addition;2022-08-12 05:27:00;05;2022081205
8093;Offences Against The Family And Children;Sunset/Parkside;2022-08-12 05:31:00;05;2022081205
8094;Vandalism;West of Twin Peaks;2022-08-12 05:35:00;05;2022081205
8095;Burglary;Pacific Heights;2022-08-12 06:30:00;06;2022081206
8096;Trespassing;Financial District/South Beach;2022-08-12 06:55:00;06;2022081206
8097;Code Violation;Financial District/South Beach;2022-08-12 06:55:00;06;2022081206
8098;Malicious Mischief;Nob Hill;2022-08-12 07:19:00;07;2022081207
8099;Malicious Mischief;Nob Hill;2022-08-12 07:19:00;07;2022081207
8100;Malicious Mischief;Bayview Hunters Point;2022-08-12 07:58:00;07;2022081207
8101;Robbery;South of Market;2022-08-12 08:00:00;08;2022081208
8102;Assault;Mission;2022-08-12 08:18:00;08;2022081208
8103;Assault;Mission;2022-08-12 08:18:00;08;2022081208
8104;Assault;Tenderloin;2022-08-12 08:45:00;08;2022081208
8105;Firearm with Altered Identification;Tenderloin;2022-08-12 08:45:00;08;2022081208
8106;Disorderly Conduct;Western Addition;2022-08-12 08:55:00;08;2022081208
8107;Offences Against The Family And Children;Bayview Hunters Point;2022-08-12 09:00:00;09;2022081209
8108;Malicious Mischief;Financial District/South Beach;2022-08-12 09:12:00;09;2022081209
8109;Weapons Carrying Etc;Mission;2022-08-12 09:30:00;09;2022081209
8110;Assault;Mission;2022-08-12 09:50:00;09;2022081209
8111;Larceny Theft;Financial District/South Beach;2022-08-12 09:52:00;09;2022081209
8112;Fraud;South of Market;2022-08-12 09:54:00;09;2022081209
8113;Forgery And Counterfeiting;South of Market;2022-08-12 09:54:00;09;2022081209
8114;Malicious Mischief;Russian Hill;2022-08-12 10:00:00;10;2022081210
8115;Assault;South of Market;2022-08-12 10:00:00;10;2022081210
8116;Larceny Theft;Visitacion Valley;2022-08-12 10:30:00;10;2022081210
8117;Burglary;Visitacion Valley;2022-08-12 10:30:00;10;2022081210
8118;Larceny Theft;South of Market;2022-08-12 10:41:00;10;2022081210
8119;Robbery;Western Addition;2022-08-12 10:54:00;10;2022081210
8120;Assault;Glen Park;2022-08-12 11:00:00;11;2022081211
8121;Larceny Theft;Nob Hill;2022-08-12 11:06:00;11;2022081211
8122;Larceny Theft;Castro/Upper Market;2022-08-12 11:08:00;11;2022081211
8123;Larceny Theft;North Beach;2022-08-12 11:12:00;11;2022081211
8124;Burglary;Financial District/South Beach;2022-08-12 11:14:00;11;2022081211
8125;Larceny Theft;Haight Ashbury;2022-08-12 11:15:00;11;2022081211
8126;Larceny Theft;Lakeshore;2022-08-12 11:19:00;11;2022081211
8127;Larceny Theft;Lakeshore;2022-08-12 11:19:00;11;2022081211
8128;Larceny Theft;Seacliff;2022-08-12 11:30:00;11;2022081211
8129;Larceny Theft;North Beach;2022-08-12 11:30:00;11;2022081211
8130;Larceny Theft;Russian Hill;2022-08-12 11:41:00;11;2022081211
8131;Larceny Theft;Russian Hill;2022-08-12 11:45:00;11;2022081211
8132;Motor Vehicle Theft;Western Addition;2022-08-12 11:55:00;11;2022081211
8133;Disorderly Conduct;Hayes Valley;2022-08-12 12:00:00;12;2022081212
8134;Larceny Theft;Bayview Hunters Point;2022-08-12 12:00:00;12;2022081212
8135;Malicious Mischief;Hayes Valley;2022-08-12 12:00:00;12;2022081212
8136;Offences Against The Family And Children;Hayes Valley;2022-08-12 12:00:00;12;2022081212
8137;Suicide;West of Twin Peaks;2022-08-12 12:45:00;12;2022081212
8138;Larceny Theft;Nob Hill;2022-08-12 12:45:00;12;2022081212
8139;Fraud;South of Market;2022-08-12 12:45:00;12;2022081212
8140;Larceny Theft;South of Market;2022-08-12 12:45:00;12;2022081212
8141;Larceny Theft;Mission;2022-08-12 13:00:00;13;2022081213
8142;Larceny Theft;Bayview Hunters Point;2022-08-12 13:00:00;13;2022081213
8143;Assault;Oceanview/Merced/Ingleside;2022-08-12 13:00:00;13;2022081213
8144;Larceny Theft;Mission;2022-08-12 13:05:00;13;2022081213
8145;Disorderly Conduct;Chinatown;2022-08-12 13:30:00;13;2022081213
8146;Larceny Theft;Chinatown;2022-08-12 13:45:00;13;2022081213
8147;Drug Offense;Tenderloin;2022-08-12 13:46:00;13;2022081213
8148;Evading a Police;Bayview Hunters Point;2022-08-12 13:48:00;13;2022081213
8149;Drug Offense;Tenderloin;2022-08-12 13:52:00;13;2022081213
8150;Larceny Theft;Outer Mission;2022-08-12 14:00:00;14;2022081214
8151;Motor Vehicle Theft;Noe Valley;2022-08-12 14:00:00;14;2022081214
8152;Weapons Carrying Etc;Mission;2022-08-12 14:17:00;14;2022081214
8153;Drug Violation;Mission;2022-08-12 14:17:00;14;2022081214
8154;Larceny Theft;Outer Richmond;2022-08-12 14:45:00;14;2022081214
8155;Larceny Theft;Sunset/Parkside;2022-08-12 15:00:00;15;2022081215
8156;Fraud;Outer Richmond;2022-08-12 15:00:00;15;2022081215
8157;Fraud;Outer Richmond;2022-08-12 15:00:00;15;2022081215
8158;Traffic Violation;Sunset/Parkside;2022-08-12 15:00:00;15;2022081215
8159;Larceny Theft;Tenderloin;2022-08-12 15:09:00;15;2022081215
8160;False Identification;Tenderloin;2022-08-12 15:09:00;15;2022081215
8161;Motor Vehicle Theft;Excelsior;2022-08-12 15:20:00;15;2022081215
8162;Motor Vehicle Theft;Inner Sunset;2022-08-12 15:20:00;15;2022081215
8163;Offences Against The Family And Children;Excelsior;2022-08-12 15:20:00;15;2022081215
8164;Larceny Theft;Castro/Upper Market;2022-08-12 15:30:00;15;2022081215
8165;Malicious Mischief;Mission;2022-08-12 15:30:00;15;2022081215
8166;Malicious Mischief;Inner Richmond;2022-08-12 15:30:00;15;2022081215
8167;Larceny Theft;Financial District/South Beach;2022-08-12 15:31:00;15;2022081215
8168;Larceny Theft;Financial District/South Beach;2022-08-12 15:41:00;15;2022081215
8169;Larceny Theft;Japantown;2022-08-12 16:00:00;16;2022081216
8170;Larceny Theft;Financial District/South Beach;2022-08-12 16:00:00;16;2022081216
8171;Larceny Theft;Japantown;2022-08-12 16:00:00;16;2022081216
8172;Larceny Theft;Japantown;2022-08-12 16:00:00;16;2022081216
8173;Larceny Theft;Presidio;2022-08-12 16:00:00;16;2022081216
8174;Offences Against The Family And Children;Western Addition;2022-08-12 16:02:00;16;2022081216
8175;Traffic Violation;Western Addition;2022-08-12 16:02:00;16;2022081216
8176;Assault;Financial District/South Beach;2022-08-12 16:20:00;16;2022081216
8177;Burglary;Lone Mountain/USF;2022-08-12 16:30:00;16;2022081216
8178;Drug Offense;Tenderloin;2022-08-12 16:52:00;16;2022081216
8179;Larceny Theft;West of Twin Peaks;2022-08-12 17:00:00;17;2022081217
8180;Motor Vehicle Theft;Mission Bay;2022-08-12 17:00:00;17;2022081217
8181;Burglary;Marina;2022-08-12 17:00:00;17;2022081217
8182;Malicious Mischief;Bayview Hunters Point;2022-08-12 17:00:00;17;2022081217
8183;Larceny Theft;Sunset/Parkside;2022-08-12 17:00:00;17;2022081217
8184;Larceny Theft;Russian Hill;2022-08-12 17:00:00;17;2022081217
8185;Burglary;Bayview Hunters Point;2022-08-12 17:00:00;17;2022081217
8186;Drug Offense;Tenderloin;2022-08-12 17:03:00;17;2022081217
8187;Malicious Mischief;Hayes Valley;2022-08-12 17:23:00;17;2022081217
8188;Malicious Mischief;Hayes Valley;2022-08-12 17:23:00;17;2022081217
8189;Assault;Mission;2022-08-12 17:35:00;17;2022081217
8190;Motor Vehicle Theft;Western Addition;2022-08-12 18:00:00;18;2022081218
8191;Motor Vehicle Theft;Oceanview/Merced/Ingleside;2022-08-12 18:00:00;18;2022081218
8192;Larceny Theft;North Beach;2022-08-12 18:00:00;18;2022081218
8193;Malicious Mischief;Visitacion Valley;2022-08-12 18:00:00;18;2022081218
8194;Burglary;Mission;2022-08-12 18:19:00;18;2022081218
8195;Burglary;Mission;2022-08-12 18:19:00;18;2022081218
8196;Larceny Theft;Visitacion Valley;2022-08-12 18:30:00;18;2022081218
8197;Malicious Mischief;Western Addition;2022-08-12 18:30:00;18;2022081218
8198;Malicious Mischief;Visitacion Valley;2022-08-12 18:30:00;18;2022081218
8199;Vandalism;Mission;2022-08-12 18:39:00;18;2022081218
8200;Drug Offense;Mission;2022-08-12 18:39:00;18;2022081218
8201;Weapons Offense;Tenderloin;2022-08-12 18:40:00;18;2022081218
8202;Larceny Theft;Russian Hill;2022-08-12 18:45:00;18;2022081218
8203;Motor Vehicle Theft;Castro/Upper Market;2022-08-12 18:54:00;18;2022081218
8204;Motor Vehicle Theft;Castro/Upper Market;2022-08-12 19:00:00;19;2022081219
8205;Offences Against The Family And Children;Treasure Island;2022-08-12 19:00:00;19;2022081219
8206;Malicious Mischief;North Beach;2022-08-12 19:00:00;19;2022081219
8207;Offences Against The Family And Children;Treasure Island;2022-08-12 19:00:00;19;2022081219
8208;Burglary;Sunset/Parkside;2022-08-12 19:00:00;19;2022081219
8209;Resisting, Delaying, or Obstructing  Peace Officer Duties;Treasure Island;2022-08-12 19:00:00;19;2022081219
8210;Resisting, Delaying, or Obstructing  Peace Officer Duties;North Beach;2022-08-12 19:00:00;19;2022081219
8211;Larceny Theft;Sunset/Parkside;2022-08-12 19:00:00;19;2022081219
8212;Offences Against The Family And Children;Treasure Island;2022-08-12 19:00:00;19;2022081219
8213;Disorderly Conduct;North Beach;2022-08-12 19:00:00;19;2022081219
8214;Robbery;Mission Bay;2022-08-12 19:18:00;19;2022081219
8215;Assault;Mission Bay;2022-08-12 19:18:00;19;2022081219
8216;Assault;Mission;2022-08-12 19:20:00;19;2022081219
8217;Larceny Theft;Financial District/South Beach;2022-08-12 19:38:00;19;2022081219
8218;Burglary;Tenderloin;2022-08-12 19:39:00;19;2022081219
8219;Motor Vehicle Theft;Mission;2022-08-12 19:52:00;19;2022081219
8220;Larceny Theft;Hayes Valley;2022-08-12 20:00:00;20;2022081220
8221;Motor Vehicle Theft;Potrero Hill;2022-08-12 20:00:00;20;2022081220
8222;Motor Vehicle Theft;Golden Gate Park;2022-08-12 20:00:00;20;2022081220
8223;Assault;Outer Mission;2022-08-12 20:20:00;20;2022081220
8224;Disorderly Conduct;Outer Mission;2022-08-12 20:20:00;20;2022081220
8225;Larceny Theft;Twin Peaks;2022-08-12 20:30:00;20;2022081220
8226;Larceny Theft;North Beach;2022-08-12 21:00:00;21;2022081221
8227;Motor Vehicle Theft;Portola;2022-08-12 21:30:00;21;2022081221
8228;Assault;Western Addition;2022-08-12 21:39:00;21;2022081221
8229;Assault;Tenderloin;2022-08-12 21:48:00;21;2022081221
8230;Resisting, Delaying, or Obstructing  Peace Officer Duties;Tenderloin;2022-08-12 21:48:00;21;2022081221
8231;Drug Offense;South of Market;2022-08-12 21:54:00;21;2022081221
8232;Drug Offense;South of Market;2022-08-12 21:54:00;21;2022081221
8233;Larceny Theft;Sunset/Parkside;2022-08-12 22:00:00;22;2022081222
8234;Larceny Theft;South of Market;2022-08-12 22:00:00;22;2022081222
8235;Motor Vehicle Theft;Inner Sunset;2022-08-12 22:00:00;22;2022081222
8236;Vandalism;Oceanview/Merced/Ingleside;2022-08-12 22:00:00;22;2022081222
8237;Larceny Theft;South of Market;2022-08-12 22:00:00;22;2022081222
8238;Trespassing;Tenderloin;2022-08-12 22:05:00;22;2022081222
8239;Larceny Theft;Japantown;2022-08-12 22:10:00;22;2022081222
8240;Offences Against The Family And Children;Sunset/Parkside;2022-08-12 22:28:00;22;2022081222
8241;Motor Vehicle Theft;Mission Bay;2022-08-12 22:30:00;22;2022081222
8242;Larceny Theft;Sunset/Parkside;2022-08-12 23:00:00;23;2022081223
8243;Malicious Mischief;Pacific Heights;2022-08-12 23:30:00;23;2022081223
8244;Drug Offense;Twin Peaks;2022-08-12 23:50:00;23;2022081223
8245;Larceny Theft;Sunset/Parkside;2022-08-13 00:00:00;00;2022081300
8246;Larceny Theft;Lone Mountain/USF;2022-08-13 00:00:00;00;2022081300
8247;Weapons Offense;Excelsior;2022-08-13 00:45:00;00;2022081300
8248;Trespassing;Castro/Upper Market;2022-08-13 00:56:00;00;2022081300
8249;Resisting, Delaying, or Obstructing  Peace Officer Duties;Castro/Upper Market;2022-08-13 00:56:00;00;2022081300
8250;Burglary;Bernal Heights;2022-08-13 01:00:00;01;2022081301
8251;Larceny Theft;Japantown;2022-08-13 01:00:00;01;2022081301
8252;Larceny Theft;Nob Hill;2022-08-13 01:00:00;01;2022081301
8253;Larceny Theft;Potrero Hill;2022-08-13 01:00:00;01;2022081301
8254;Larceny Theft;Sunset/Parkside;2022-08-13 01:01:00;01;2022081301
8255;Assault;South of Market;2022-08-13 01:01:00;01;2022081301
8256;Larceny Theft;Mission;2022-08-13 01:15:00;01;2022081301
8257;Possession Of Burglary Tools;Financial District/South Beach;2022-08-13 01:16:00;01;2022081301
8258;Assault;South of Market;2022-08-13 01:30:00;01;2022081301
8259;Malicious Mischief;Marina;2022-08-13 01:50:00;01;2022081301
8260;Malicious Mischief;Marina;2022-08-13 01:50:00;01;2022081301
8261;Trespassing;Marina;2022-08-13 01:50:00;01;2022081301
8262;Motor Vehicle Theft;Nob Hill;2022-08-13 02:00:00;02;2022081302
8263;Motor Vehicle Theft;Hayes Valley;2022-08-13 02:00:00;02;2022081302
8264;Burglary;Mission;2022-08-13 02:33:00;02;2022081302
8265;Burglary;Lone Mountain/USF;2022-08-13 02:52:00;02;2022081302
8266;Burglary;Tenderloin;2022-08-13 02:55:00;02;2022081302
8267;Larceny Theft;Russian Hill;2022-08-13 03:00:00;03;2022081303
8268;Malicious Mischief;Bayview Hunters Point;2022-08-13 04:00:00;04;2022081304
8269;Weapons Offense;Bayview Hunters Point;2022-08-13 04:00:00;04;2022081304
8270;Robbery;South of Market;2022-08-13 04:03:00;04;2022081304
8271;Drug Offense;South of Market;2022-08-13 04:03:00;04;2022081304
8272;Weapons Offense;South of Market;2022-08-13 04:03:00;04;2022081304
8273;Malicious Mischief;Tenderloin;2022-08-13 04:10:00;04;2022081304
8274;Burglary;Mission Bay;2022-08-13 04:25:00;04;2022081304
8275;Burglary;Outer Richmond;2022-08-13 04:30:00;04;2022081304
8276;Burglary;Mission;2022-08-13 05:10:00;05;2022081305
8277;Larceny Theft;Tenderloin;2022-08-13 05:30:00;05;2022081305
8278;Assault;Tenderloin;2022-08-13 05:30:00;05;2022081305
8279;Burglary;Sunset/Parkside;2022-08-13 06:48:00;06;2022081306
8280;Trespassing;Mission;2022-08-13 07:00:00;07;2022081307
8281;Trespassing;Mission;2022-08-13 07:00:00;07;2022081307
8282;Burglary;Bernal Heights;2022-08-13 07:11:00;07;2022081307
8283;Larceny Theft;Hayes Valley;2022-08-13 07:30:00;07;2022081307
8284;Motor Vehicle Theft;Bernal Heights;2022-08-13 07:56:00;07;2022081307
8285;Assault;Tenderloin;2022-08-13 08:10:00;08;2022081308
8286;Malicious Mischief;Tenderloin;2022-08-13 08:10:00;08;2022081308
8287;Resisting, Delaying, or Obstructing  Peace Officer Duties;Tenderloin;2022-08-13 08:14:00;08;2022081308
8288;Disorderly Conduct;South of Market;2022-08-13 08:50:00;08;2022081308
8289;Malicious Mischief;Financial District/South Beach;2022-08-13 09:30:00;09;2022081309
8290;Larceny Theft;Financial District/South Beach;2022-08-13 09:30:00;09;2022081309
8291;Offences Against The Family And Children;Outer Mission;2022-08-13 10:00:00;10;2022081310
8292;Larceny Theft;Twin Peaks;2022-08-13 10:00:00;10;2022081310
8293;Offences Against The Family And Children;Outer Mission;2022-08-13 10:00:00;10;2022081310
8294;Burglary;Lone Mountain/USF;2022-08-13 10:30:00;10;2022081310
8295;Offences Against The Family And Children;Sunset/Parkside;2022-08-13 10:42:00;10;2022081310
8296;Burglary;Lone Mountain/USF;2022-08-13 10:57:00;10;2022081310
8297;Malicious Mischief;West of Twin Peaks;2022-08-13 11:05:00;11;2022081311
8298;Assault;West of Twin Peaks;2022-08-13 11:05:00;11;2022081311
8299;Motor Vehicle Theft;Mission;2022-08-13 11:15:00;11;2022081311
8300;Larceny Theft;North Beach;2022-08-13 11:30:00;11;2022081311
8301;Larceny Theft;Japantown;2022-08-13 11:30:00;11;2022081311
8302;Malicious Mischief;Financial District/South Beach;2022-08-13 11:30:00;11;2022081311
8303;Larceny Theft;Bayview Hunters Point;2022-08-13 11:30:00;11;2022081311
8304;Drug Offense;Tenderloin;2022-08-13 11:58:00;11;2022081311
8305;Resisting, Delaying, or Obstructing  Peace Officer Duties;Tenderloin;2022-08-13 11:58:00;11;2022081311
8306;Larceny Theft;North Beach;2022-08-13 12:00:00;12;2022081312
8307;Larceny Theft;Tenderloin;2022-08-13 12:00:00;12;2022081312
8308;Larceny Theft;Bayview Hunters Point;2022-08-13 12:00:00;12;2022081312
8309;Larceny Theft;Bayview Hunters Point;2022-08-13 12:10:00;12;2022081312
8310;Larceny Theft;Inner Sunset;2022-08-13 12:15:00;12;2022081312
8311;Malicious Mischief;South of Market;2022-08-13 12:45:00;12;2022081312
8312;Trespassing;South of Market;2022-08-13 13:28:00;13;2022081313
8313;Burglary;Western Addition;2022-08-13 13:30:00;13;2022081313
8314;Robbery;Financial District/South Beach;2022-08-13 13:50:00;13;2022081313
8315;Larceny Theft;Financial District/South Beach;2022-08-13 13:53:00;13;2022081313
8316;Larceny Theft;West of Twin Peaks;2022-08-13 14:00:00;14;2022081314
8317;Larceny Theft;Financial District/South Beach;2022-08-13 14:00:00;14;2022081314
8318;Fraud;Western Addition;2022-08-13 14:37:00;14;2022081314
8319;Larceny Theft;Western Addition;2022-08-13 14:37:00;14;2022081314
8320;Drug Offense;Tenderloin;2022-08-13 14:38:00;14;2022081314
8321;Drug Offense;Tenderloin;2022-08-13 15:00:00;15;2022081315
8322;Motor Vehicle Theft;Haight Ashbury;2022-08-13 15:00:00;15;2022081315
8323;Weapons Carrying Etc;Bayview Hunters Point;2022-08-13 15:27:00;15;2022081315
8324;Motor Vehicle Theft;Bayview Hunters Point;2022-08-13 15:27:00;15;2022081315
8325;Larceny Theft;Bayview Hunters Point;2022-08-13 15:30:00;15;2022081315
8326;Motor Vehicle Theft;Mission;2022-08-13 15:33:00;15;2022081315
8327;Larceny Theft;Excelsior;2022-08-13 15:45:00;15;2022081315
8328;Offences Against The Family And Children;Mission;2022-08-13 15:53:00;15;2022081315
8329;Malicious Mischief;Bayview Hunters Point;2022-08-13 15:55:00;15;2022081315
8330;Assault;Bayview Hunters Point;2022-08-13 15:55:00;15;2022081315
8331;Motor Vehicle Theft;Lakeshore;2022-08-13 16:00:00;16;2022081316
8332;Motor Vehicle Theft;Bayview Hunters Point;2022-08-13 16:00:00;16;2022081316
8333;Larceny Theft;Financial District/South Beach;2022-08-13 16:00:00;16;2022081316
8334;Larceny Theft;Japantown;2022-08-13 16:30:00;16;2022081316
8335;Burglary;West of Twin Peaks;2022-08-13 17:00:00;17;2022081317
8336;Larceny Theft;North Beach;2022-08-13 17:00:00;17;2022081317
8337;Malicious Mischief;Bayview Hunters Point;2022-08-13 17:00:00;17;2022081317
8338;Motor Vehicle Theft;Bayview Hunters Point;2022-08-13 17:00:00;17;2022081317
8339;Vandalism;Bayview Hunters Point;2022-08-13 17:00:00;17;2022081317
8340;Fraud;Hayes Valley;2022-08-13 17:00:00;17;2022081317
8341;Burglary;Bayview Hunters Point;2022-08-13 17:00:00;17;2022081317
8342;Burglary;Potrero Hill;2022-08-13 17:10:00;17;2022081317
8343;Malicious Mischief;Tenderloin;2022-08-13 17:15:00;17;2022081317
8344;Motor Vehicle Theft;Potrero Hill;2022-08-13 17:30:00;17;2022081317
8345;Offences Against The Family And Children;Mission;2022-08-13 18:00:00;18;2022081318
8346;Larceny Theft;Mission;2022-08-13 18:00:00;18;2022081318
8347;Motor Vehicle Theft;Mission;2022-08-13 18:00:00;18;2022081318
8348;Trespassing;Castro/Upper Market;2022-08-13 18:01:00;18;2022081318
8349;Larceny Theft;North Beach;2022-08-13 18:10:00;18;2022081318
8350;Burglary;South of Market;2022-08-13 18:15:00;18;2022081318
8351;Vandalism;Lakeshore;2022-08-13 18:30:00;18;2022081318
8352;Burglary;Presidio Heights;2022-08-13 18:30:00;18;2022081318
8353;Larceny Theft;Western Addition;2022-08-13 19:00:00;19;2022081319
8354;Assault;Bayview Hunters Point;2022-08-13 19:00:00;19;2022081319
8355;Burglary;West of Twin Peaks;2022-08-13 19:00:00;19;2022081319
8356;Larceny Theft;Golden Gate Park;2022-08-13 19:00:00;19;2022081319
8357;Larceny Theft;Marina;2022-08-13 19:10:00;19;2022081319
8358;Disorderly Conduct;Tenderloin;2022-08-13 19:20:00;19;2022081319
8359;Weapons Offense;Tenderloin;2022-08-13 19:20:00;19;2022081319
8360;Larceny Theft;Hayes Valley;2022-08-13 19:30:00;19;2022081319
8361;Larceny Theft;Castro/Upper Market;2022-08-13 19:30:00;19;2022081319
8362;Motor Vehicle Theft;Bernal Heights;2022-08-13 19:30:00;19;2022081319
8363;Assault;Hayes Valley;2022-08-13 19:45:00;19;2022081319
8364;Malicious Mischief;Mission;2022-08-13 20:00:00;20;2022081320
8365;Malicious Mischief;Nob Hill;2022-08-13 20:00:00;20;2022081320
8366;Vandalism;Nob Hill;2022-08-13 20:00:00;20;2022081320
8367;Motor Vehicle Theft;Mission;2022-08-13 20:00:00;20;2022081320
8368;Assault;Bayview Hunters Point;2022-08-13 20:30:00;20;2022081320
8369;Larceny Theft;Castro/Upper Market;2022-08-13 20:37:00;20;2022081320
8370;Malicious Mischief;Western Addition;2022-08-13 20:43:00;20;2022081320
8371;Malicious Mischief;Mission;2022-08-13 21:00:00;21;2022081321
8372;Larceny Theft;Japantown;2022-08-13 21:20:00;21;2022081321
8373;Assault;Mission;2022-08-13 21:22:00;21;2022081321
8374;Malicious Mischief;Mission Bay;2022-08-13 21:25:00;21;2022081321
8375;Larceny Theft;Tenderloin;2022-08-13 22:00:00;22;2022081322
8376;Larceny Theft;Mission;2022-08-13 22:00:00;22;2022081322
8377;Motor Vehicle Theft;Castro/Upper Market;2022-08-13 22:00:00;22;2022081322
8378;Larceny Theft;Bayview Hunters Point;2022-08-13 22:00:00;22;2022081322
8379;Larceny Theft;Potrero Hill;2022-08-13 22:00:00;22;2022081322
8380;Burglary;Mission;2022-08-13 22:30:00;22;2022081322
8381;Weapons Offense;Bayview Hunters Point;2022-08-13 22:37:00;22;2022081322
8382;Assault;Bayview Hunters Point;2022-08-13 22:37:00;22;2022081322
